listing_id,number_of_reviews,review_scores_rating,reviews_per_month
2683284,115,92.0,3.9
11397511,18,96.0,3.46
1252289,78,97.0,2.0
4679319,4,75.0,0.24
8006992,6,100.0,0.58
7513605,2,80.0,0.19
8371115,9,100.0,0.78
13378987,6,83.0,3.0
13477286,0,94.0,
13378936,4,100.0,1.64
11041684,5,96.0,0.77
13378923,5,100.0,3.33
11771810,0,94.0,
6348631,8,90.0,0.5
9840919,8,90.0,1.9
5734770,87,95.0,5.01
8480507,15,100.0,1.52
9430774,1,100.0,0.11
4364925,52,95.0,2.36
12426977,15,93.0,3.54
7511737,1,100.0,0.09
7694365,1,100.0,0.43
12508801,3,100.0,0.66
10083878,30,97.0,5.77
990668,96,98.0,2.41
10427882,6,93.0,0.84
639111,0,94.0,
14933461,0,94.0,
6677700,11,89.0,0.77
8316068,15,96.0,2.31
8381472,0,94.0,
6972426,19,99.0,1.35
6759439,0,94.0,
6038520,22,98.0,1.4
3236496,4,100.0,0.31
8200839,19,96.0,1.57
1106555,26,94.0,0.65
6939126,21,77.0,1.44
14304682,0,94.0,
8595650,38,99.0,3.37
2549840,39,90.0,1.3
5088560,38,100.0,2.92
4364989,31,95.0,1.88
14091605,17,94.0,10.41
6758482,0,94.0,
7856208,0,94.0,
6758443,2,90.0,0.13
6758462,0,94.0,
1810397,26,98.0,0.97
14819274,0,94.0,
7377034,17,95.0,1.27
8201104,1,100.0,0.26
13460331,2,100.0,2.0
14770892,1,100.0,1.0
453660,55,96.0,1.39
14589341,0,94.0,
12049787,7,88.0,1.33
3808557,10,100.0,0.4
1119740,0,94.0,
2513870,0,94.0,
12034317,1,100.0,0.21
3842286,22,99.0,0.9
13377097,5,96.0,2.03
7920541,33,96.0,3.06
2694019,34,90.0,1.16
11590512,5,92.0,0.96
10656576,2,100.0,2.0
5593888,60,86.0,3.66
9706279,1,100.0,0.12
14817983,0,94.0,
7592616,1,100.0,0.08
826555,3,80.0,0.17
7740592,1,100.0,0.77
13605430,0,94.0,
10656206,3,93.0,0.73
14486599,0,94.0,
7095320,2,70.0,1.4
12308161,29,97.0,6.08
9508975,1,100.0,0.32
6248526,2,90.0,0.13
1071144,1,91.0,0.03
989163,19,98.0,0.52
9197535,3,73.0,0.32
22354,215,88.0,3.46
12916551,33,98.0,9.08
7214920,13,92.0,0.92
7755144,24,98.0,1.94
10391455,9,96.0,1.3
5639731,13,83.0,0.73
9574727,2,100.0,0.38
6134013,48,98.0,3.0
14522631,2,100.0,2.0
4461846,4,75.0,0.25
6444303,21,99.0,1.37
824244,0,94.0,
22208,4,90.0,0.05
7575052,23,97.0,1.73
11060140,0,94.0,
14125957,7,97.0,7.0
12587887,4,100.0,1.13
1038465,163,88.0,3.92
12653367,1,94.0,0.24
8753913,26,96.0,2.4
9949819,2,100.0,0.24
2495047,8,88.0,0.33
9853959,0,94.0,
10671192,24,100.0,6.61
9446242,0,94.0,
9474436,13,95.0,1.34
1200502,34,87.0,0.96
9757412,15,96.0,1.7
7508063,9,96.0,0.68
7901248,3,93.0,1.73
14094279,12,100.0,8.78
7114655,4,90.0,0.29
8815257,27,93.0,3.08
2215762,16,99.0,0.56
14372667,1,100.0,1.0
3903273,5,95.0,0.23
12979965,3,93.0,0.84
13078164,0,94.0,
5067019,3,100.0,0.16
5640375,20,84.0,1.14
14405817,0,94.0,
14589471,0,94.0,
13713445,1,100.0,0.7
13078068,2,90.0,0.6
7095658,2,90.0,0.15
8096900,6,90.0,0.49
6426364,25,95.0,1.66
4787233,4,93.0,0.41
7916575,0,94.0,
12094488,3,100.0,0.63
8211468,9,95.0,0.74
1428355,62,96.0,1.66
12290886,2,80.0,1.09
526970,103,90.0,2.0
2395326,135,97.0,4.41
10734159,22,98.0,3.61
8014383,6,80.0,0.5
4609785,57,93.0,2.82
5867761,0,94.0,
5834930,4,85.0,0.24
8309604,1,100.0,0.09
7965521,16,99.0,1.41
1401625,4,100.0,0.11
11470818,8,100.0,1.37
13928400,0,94.0,
11634638,0,94.0,
8406972,9,98.0,0.84
5768819,3,87.0,0.25
5588537,6,100.0,0.37
10656899,6,93.0,1.13
6276572,15,96.0,1.03
625012,123,96.0,2.47
13912472,8,98.0,5.11
7342489,0,94.0,
6850880,1,80.0,0.28
7325084,1,60.0,0.07
705919,30,96.0,0.65
5932402,0,94.0,
901914,0,94.0,
5718801,5,80.0,0.34
9487079,0,94.0,
4410142,18,92.0,0.83
8301926,11,100.0,0.92
5153080,49,100.0,2.55
4278067,35,91.0,1.5
7620413,2,100.0,0.16
1214214,1,100.0,0.08
14489201,3,87.0,3.0
9094794,2,94.0,0.2
1425973,12,86.0,0.33
986399,4,90.0,0.1
4549374,59,97.0,2.69
639101,1,100.0,1.0
9207914,43,95.0,4.33
1365335,9,98.0,0.31
11927580,0,94.0,
11585459,4,60.0,0.63
5769127,2,90.0,0.13
4294557,5,100.0,0.35
6851459,4,85.0,0.35
5932267,1,100.0,0.07
6075932,30,96.0,1.8
8782991,24,88.0,2.17
4588530,10,100.0,0.56
13697966,3,87.0,1.96
8970393,7,97.0,0.66
9864083,0,94.0,
5718921,5,96.0,0.33
4178790,37,89.0,1.87
11687122,12,92.0,2.26
13697464,0,94.0,
11796879,2,90.0,0.35
442735,40,98.0,0.77
12318093,4,70.0,0.97
3415245,2,100.0,0.21
14680277,0,94.0,
12812461,2,90.0,1.2
10567830,0,94.0,
10634364,5,100.0,0.9
543078,6,93.0,0.49
12290477,0,94.0,
68902,6,87.0,0.12
627048,10,91.0,0.22
5280183,3,93.0,0.23
9918240,3,100.0,0.36
11275963,4,95.0,0.82
3182473,9,89.0,0.33
4887325,0,94.0,
13864961,0,94.0,
8048838,1,100.0,0.08
56927,5,96.0,0.07
9824,22,78.0,0.35
2189086,12,80.0,0.37
9858,1,94.0,0.07
9860,22,85.0,0.28
1174776,6,97.0,0.23
28150,21,81.0,0.36
716643,8,93.0,0.17
13589,52,88.0,0.67
10859498,0,94.0,
9857,21,87.0,0.35
12603280,1,80.0,0.27
10882267,1,100.0,0.79
4948724,11,98.0,0.6
6214710,25,96.0,1.85
2701124,31,94.0,1.26
9373802,26,82.0,2.69
14217967,4,100.0,3.64
7749568,15,96.0,2.18
10037387,14,82.0,2.68
14040844,0,94.0,
1322461,75,98.0,1.96
7728508,21,93.0,1.74
2277821,83,99.0,2.8
14855656,0,94.0,
6908525,7,83.0,0.5
7856323,17,86.0,1.52
7474855,2,80.0,0.43
7475379,6,93.0,0.65
6879036,6,100.0,0.62
2881388,95,96.0,3.46
14745087,0,94.0,
7474044,1,100.0,0.56
8188894,0,94.0,
8410270,1,60.0,0.09
7698631,4,100.0,0.31
7159343,0,94.0,
14858003,0,94.0,
14723758,0,94.0,
8663351,13,95.0,1.31
14041036,0,94.0,
13729738,0,94.0,
4603803,13,80.0,0.62
13614982,7,91.0,3.62
4143561,15,92.0,0.66
12304165,20,88.0,4.23
6323935,82,96.0,5.34
311240,92,90.0,1.66
4603588,5,93.0,0.27
13090471,1,100.0,0.43
9993826,0,94.0,
9993602,1,80.0,0.19
10812807,0,94.0,
2915643,1,94.0,0.07
13466910,1,100.0,1.0
14670143,0,94.0,
5455004,22,92.0,1.24
6552654,85,97.0,6.0
8584276,8,86.0,0.74
1264217,12,97.0,2.63
9698823,0,94.0,
48612,25,90.0,0.35
5455293,16,94.0,0.92
9992532,0,94.0,
7961477,11,100.0,1.34
1964878,12,92.0,0.4
1329627,2,60.0,0.08
5454513,13,92.0,0.81
13592,15,71.0,0.21
47725,0,94.0,
10811,3,87.0,0.37
7731797,26,85.0,2.16
47722,0,94.0,
14711359,2,100.0,2.0
9992751,0,94.0,
14322091,1,100.0,1.0
13433298,13,98.0,5.27
7240149,0,94.0,
12286410,3,93.0,0.71
2374089,5,100.0,0.18
1948096,3,87.0,0.19
9238963,2,100.0,0.21
9631816,0,94.0,
10860611,1,100.0,0.61
12154934,31,78.0,5.89
7125052,0,94.0,
4044840,5,92.0,0.21
13711334,1,80.0,0.54
11122394,19,100.0,3.31
9991857,1,100.0,0.29
1341072,41,91.0,1.56
56937,10,88.0,0.17
9144588,43,97.0,4.33
1498719,11,96.0,0.31
1717816,2,90.0,0.13
11590000,11,84.0,2.04
6895050,21,100.0,1.56
10138904,10,96.0,1.27
11121872,13,100.0,2.35
6121709,27,93.0,1.8
4065578,68,95.0,2.81
9974833,1,80.0,0.21
14397533,0,94.0,
9809914,20,93.0,2.29
4490826,3,80.0,0.17
1551205,40,97.0,1.1
3601254,44,75.0,1.73
9346513,7,97.0,1.48
4870883,8,90.0,0.44
8351880,71,93.0,6.07
12441,29,86.0,0.38
7860369,1,80.0,0.21
11905849,3,100.0,0.58
5581575,12,98.0,5.9
11201204,9,96.0,1.7
12626504,4,100.0,1.05
1372816,6,87.0,0.17
13218392,3,87.0,1.25
12268144,4,100.0,0.94
12205324,0,94.0,
14603013,1,100.0,1.0
13872339,4,100.0,2.03
12020829,3,87.0,0.63
1776190,1,83.0,0.03
14822424,0,94.0,
29155,31,89.0,0.6
13674964,5,96.0,5.0
9677207,4,95.0,0.48
8497555,7,90.0,0.63
10070404,15,93.0,1.79
12953937,13,100.0,3.61
2108738,34,86.0,1.04
1811776,173,92.0,4.96
1090413,42,91.0,1.62
8206659,2,94.0,0.17
10084216,3,100.0,1.67
10266928,8,80.0,1.06
14722711,0,94.0,
11462476,31,92.0,5.08
10266397,4,65.0,0.59
9414403,23,96.0,2.29
14821064,0,94.0,
14147343,0,94.0,
8822499,4,100.0,0.77
10228457,3,100.0,1.36
14917151,0,94.0,
9725178,15,99.0,1.71
6009031,2,60.0,0.12
7971930,0,94.0,
5989418,0,94.0,
6677469,23,100.0,1.6
3302294,133,83.0,4.91
12362389,0,94.0,
6759004,3,87.0,0.23
13017460,1,100.0,1.0
4516065,3,80.0,0.26
12264926,0,94.0,
12797493,8,100.0,2.09
5992501,20,98.0,1.19
5791960,23,93.0,1.62
10264774,10,86.0,1.84
5021859,0,94.0,
14442491,0,94.0,
9855805,20,91.0,2.88
7740436,18,99.0,1.42
6921241,2,100.0,0.14
4972820,1,94.0,0.39
12263690,0,94.0,
9920084,3,80.0,0.66
754845,17,92.0,0.42
4777111,14,97.0,0.74
13015832,3,87.0,0.89
13015927,2,100.0,0.55
13589343,14,91.0,6.27
14713980,1,94.0,1.0
705900,25,96.0,0.52
8577620,9,96.0,0.81
12390027,17,87.0,4.32
9231486,30,99.0,3.13
10542140,25,99.0,3.18
11885148,2,80.0,0.56
10148425,0,94.0,
10164759,4,95.0,0.48
6685682,7,93.0,0.54
11082235,17,99.0,2.79
4020650,67,81.0,2.74
4446413,7,73.0,0.45
7840797,7,89.0,0.63
3528826,103,98.0,4.09
11589644,13,92.0,2.25
14636981,0,94.0,
1775935,3,87.0,0.13
7804358,19,99.0,1.62
7007801,22,79.0,1.56
14367134,3,93.0,3.0
7264674,15,92.0,1.08
13591607,23,97.0,9.2
8116523,77,91.0,6.29
13015353,2,80.0,1.87
9918713,2,80.0,0.24
2331886,0,94.0,
12489916,12,98.0,2.61
693353,17,88.0,0.44
2429961,17,86.0,0.61
14423004,0,94.0,
9343915,1,100.0,0.25
9327506,1,100.0,0.29
22212,23,84.0,0.34
12621291,11,96.0,2.54
12914154,5,100.0,1.6
414419,312,92.0,5.85
21337,11,86.0,0.15
5919529,15,100.0,0.96
5870309,5,76.0,0.36
6991310,0,94.0,
14422695,0,94.0,
5903001,12,85.0,0.71
472070,3,93.0,0.55
6017574,15,96.0,1.32
11211273,24,93.0,3.69
14085771,2,90.0,2.0
1234740,9,96.0,0.25
9180947,46,97.0,4.54
13391640,11,87.0,3.67
7853079,21,87.0,1.76
14422439,0,94.0,
4132983,17,89.0,0.72
13848636,0,94.0,
7475215,6,97.0,0.52
9252183,0,94.0,
11980767,2,80.0,0.47
2723274,10,96.0,0.37
8737466,10,97.0,0.9
13864771,0,94.0,
9992143,0,94.0,
9228519,1,100.0,0.88
10293480,0,94.0,
6213822,11,95.0,0.69
3673688,36,86.0,1.41
12865092,2,60.0,0.53
3591388,30,97.0,1.17
9473816,2,100.0,0.94
14552102,0,94.0,
12291029,19,92.0,3.96
10881994,26,86.0,4.31
13912943,0,94.0,
14388025,10,100.0,10.0
4377247,33,97.0,1.48
7474615,3,87.0,0.28
13110631,15,92.0,5.42
3870046,33,94.0,1.33
789843,2,80.0,0.08
2247190,14,87.0,0.46
4409819,2,100.0,0.09
3410087,80,83.0,3.05
7194793,35,99.0,2.71
12897110,9,91.0,3.33
6075481,40,88.0,2.5
13060113,0,94.0,
3704801,2,90.0,0.08
10569282,14,90.0,2.15
9504314,1,94.0,0.12
14714374,3,100.0,3.0
13912470,5,96.0,3.06
13912467,4,100.0,2.45
2246959,22,91.0,0.73
2656568,0,94.0,
14819717,0,94.0,
9504177,0,94.0,
6882615,7,97.0,0.72
5899031,27,89.0,1.63
1868513,6,90.0,0.21
11371205,19,91.0,4.91
12998272,1,100.0,1.0
14386825,0,94.0,
197146,20,91.0,0.36
4358181,4,95.0,0.23
4080849,3,100.0,0.16
12092499,19,99.0,3.75
10454061,10,92.0,1.31
10945558,0,94.0,
3458030,14,100.0,0.58
4432035,50,93.0,2.83
13992811,8,95.0,4.71
7881551,93,95.0,7.58
10701625,4,85.0,0.83
10409490,0,94.0,
14713259,4,95.0,4.0
3867014,7,89.0,0.29
13959444,6,100.0,3.67
1589392,1,100.0,0.27
11455804,4,95.0,0.7
1066742,32,79.0,0.82
8982616,153,91.0,14.34
9273,13,100.0,0.18
8326439,4,65.0,0.35
13820571,29,97.0,15.54
13926704,0,94.0,
4107959,67,98.0,4.06
5940866,124,97.0,7.52
6436334,31,85.0,1.97
1147871,226,89.0,5.62
14885796,0,94.0,
1458081,27,94.0,4.71
4868653,11,91.0,0.65
2441095,74,81.0,2.47
7634067,9,100.0,0.72
12646288,0,94.0,
8846849,4,75.0,0.37
1178162,215,86.0,5.35
13908638,24,88.0,15.0
1178106,226,86.0,5.64
13433317,4,85.0,2.31
6142396,115,95.0,7.99
13908031,4,95.0,2.14
14564883,0,94.0,
13884549,15,97.0,8.49
12580274,35,87.0,9.05
12891323,4,100.0,1.79
11695285,11,98.0,1.99
11498583,32,78.0,5.33
14824568,0,94.0,
11498523,37,88.0,6.0
8859689,15,94.0,1.58
6614984,28,96.0,2.06
9531326,0,94.0,
11398953,11,82.0,2.39
9382898,49,88.0,6.77
2634361,49,84.0,1.99
1141522,237,86.0,5.88
7809904,21,99.0,1.65
13233001,1,100.0,1.0
11498416,38,82.0,6.23
10056496,32,79.0,3.84
11334091,24,98.0,3.87
11866869,1,100.0,0.18
13594886,28,94.0,12.73
11579622,38,86.0,6.48
7678756,1,100.0,0.09
1059604,26,84.0,0.67
8252058,89,95.0,7.34
12560987,22,91.0,5.69
12233285,26,85.0,5.2
12233225,27,84.0,5.4
6337106,184,88.0,11.48
9958026,22,80.0,3.82
5616179,33,96.0,1.93
14168664,8,100.0,6.67
9858437,25,83.0,4.21
8514932,20,96.0,1.77
8469735,6,76.0,0.52
12971157,2,100.0,0.64
182049,33,96.0,0.53
7482338,51,93.0,3.76
2634499,41,80.0,1.65
9897713,1,80.0,0.13
5990808,39,97.0,2.44
12233043,37,84.0,7.3
14083611,17,88.0,11.59
9698226,37,98.0,7.07
2778656,10,82.0,0.34
13874533,9,91.0,7.11
4614037,32,94.0,2.01
11593592,57,96.0,12.95
9711934,21,94.0,2.6
13969217,3,53.0,2.09
13100828,13,98.0,3.9
8064980,5,92.0,0.47
8134231,2,100.0,0.18
10233104,35,87.0,5.61
238846,15,89.0,0.25
12051674,13,75.0,2.5
14885917,0,94.0,
57800,193,90.0,3.75
8970779,1,100.0,0.09
8118718,12,97.0,1.59
14918032,0,94.0,
13393418,30,94.0,19.15
1042420,52,92.0,1.34
6314998,42,86.0,2.75
14072546,25,86.0,16.3
14344516,0,94.0,
7035556,16,94.0,1.14
8757949,22,89.0,1.99
10411383,1,100.0,0.23
13613562,3,67.0,2.05
13394184,0,94.0,
1497879,320,88.0,8.73
11333422,25,92.0,4.1
8624898,59,84.0,5.28
8166076,45,95.0,4.07
14178758,11,100.0,7.67
14072256,15,92.0,12.16
10132073,4,100.0,1.64
14522917,8,98.0,8.0
8231382,25,83.0,2.57
10524612,23,92.0,3.37
12604733,1,94.0,0.23
5364137,49,90.0,2.74
4315439,1,80.0,0.1
13046976,9,96.0,2.67
7033732,60,95.0,4.18
611081,0,94.0,
13816458,7,97.0,7.0
7984949,6,93.0,0.5
4314054,198,87.0,8.6
12308927,24,96.0,10.75
118905,17,91.0,0.27
20000,271,86.0,3.44
14532696,2,90.0,2.0
8065282,71,95.0,5.92
4820071,174,95.0,8.49
9751520,2,90.0,0.24
9145242,65,95.0,6.41
13421289,13,97.0,4.59
7178893,9,98.0,0.75
11618815,19,98.0,3.61
14141920,9,93.0,6.59
5478135,17,95.0,3.59
10356880,36,96.0,6.0
3615760,76,86.0,3.12
9390951,1,100.0,0.21
1051482,29,91.0,0.72
4475740,1,80.0,0.05
14262627,3,100.0,2.37
12699603,2,100.0,0.52
7489883,1,94.0,0.36
3802530,9,98.0,0.36
14075290,16,88.0,10.67
1066767,17,89.0,1.46
4638356,21,93.0,6.56
12436115,7,47.0,1.62
8716849,11,73.0,0.99
3917027,58,84.0,2.35
10945407,8,90.0,2.07
8340599,14,93.0,1.19
14255219,8,100.0,7.27
14533011,1,100.0,1.0
4080000,75,86.0,3.13
14844149,0,94.0,
7880828,90,94.0,6.99
13064781,10,98.0,3.0
1541166,16,96.0,0.45
8454985,7,97.0,0.59
14769652,0,94.0,
77681,21,83.0,0.35
4112178,1,100.0,0.79
5684598,19,100.0,1.14
7109689,4,100.0,0.28
14924831,0,94.0,
29765,90,99.0,1.17
14660635,0,94.0,
5813992,1,80.0,0.07
3749523,112,93.0,4.4
1587540,26,95.0,0.92
10253899,4,100.0,0.85
45987,98,92.0,1.33
7009774,0,94.0,
14136509,0,94.0,
5174821,50,94.0,2.69
12432535,7,97.0,2.84
8613870,4,100.0,0.39
13414159,14,99.0,5.83
2798599,0,94.0,
12825412,5,100.0,2.0
14594810,0,94.0,
1421610,6,100.0,0.17
619142,105,95.0,2.11
93505,166,94.0,2.57
3721095,98,99.0,3.9
44205,76,99.0,1.04
4402259,33,93.0,1.56
1223050,39,96.0,1.01
189965,33,95.0,0.53
6268805,42,97.0,2.67
14834305,0,94.0,
14296152,1,80.0,1.0
13951579,0,94.0,
13163259,1,80.0,0.3
11837857,0,94.0,
9822600,0,94.0,
11395461,0,94.0,
14013663,0,94.0,
5726250,18,100.0,1.26
5628808,0,94.0,
5481243,15,93.0,1.27
13083342,0,94.0,
13655073,1,100.0,0.6
2810123,4,100.0,0.36
14858782,0,94.0,
13032590,18,96.0,7.4
2660908,15,95.0,0.55
9132081,0,94.0,
14292385,0,94.0,
2167993,56,99.0,1.76
14013583,2,100.0,2.0
13063952,3,93.0,1.41
6886946,24,96.0,1.66
6378076,23,90.0,1.53
14537320,0,94.0,
6690605,6,90.0,0.47
5592866,7,100.0,0.43
8442940,60,97.0,5.2
708802,221,98.0,4.65
1658983,46,96.0,1.28
6000531,4,100.0,0.27
13586128,1,100.0,0.56
9900315,11,91.0,1.89
11521541,4,90.0,1.26
13045194,21,92.0,6.63
8189821,2,100.0,0.17
1445064,73,95.0,1.99
13585624,3,87.0,1.7
14191723,0,94.0,
6627802,0,94.0,
5076880,20,98.0,1.09
12356962,15,96.0,3.13
12372052,4,95.0,1.79
13830152,5,96.0,5.0
5719606,1,100.0,0.7
182613,50,92.0,0.81
5620496,10,98.0,0.71
82637,16,80.0,0.27
3820516,2,100.0,0.11
14501620,0,94.0,
13371105,1,40.0,0.45
14632658,0,94.0,
7321217,18,98.0,1.47
1102623,47,95.0,2.01
7472068,27,89.0,2.04
7053454,8,95.0,0.57
1755376,2,90.0,0.06
4917583,0,94.0,
12130434,2,90.0,1.46
10118573,0,94.0,
979759,2,80.0,0.05
14423483,0,94.0,
14404992,2,90.0,2.0
8696236,31,94.0,3.56
8814479,2,90.0,0.2
8191739,8,91.0,0.87
965554,6,100.0,0.17
8814039,4,85.0,0.54
8813451,10,94.0,0.96
14908177,0,94.0,
1358531,3,93.0,0.09
4602191,0,94.0,
7596262,8,93.0,0.63
8191517,4,80.0,0.43
12088322,1,80.0,0.31
13545648,0,94.0,
10119075,0,94.0,
4467841,1,100.0,0.34
3931204,9,96.0,0.39
10118716,0,94.0,
9644312,0,94.0,
10118946,0,94.0,
10118379,0,94.0,
7857318,0,94.0,
10118091,0,94.0,
10052037,0,94.0,
10152056,0,94.0,
10119193,0,94.0,
10051649,0,94.0,
25418,4,95.0,0.06
10051842,1,80.0,0.19
7855702,0,94.0,
11967208,0,94.0,
4610745,18,95.0,0.9
23668,0,94.0,
10119327,0,94.0,
10327517,0,94.0,
6015995,4,75.0,0.35
7308623,1,100.0,0.21
4489920,1,100.0,0.04
2769450,3,100.0,0.78
14467554,1,100.0,1.0
1867881,4,90.0,0.13
1131634,24,98.0,0.64
67774,11,93.0,0.24
8309711,29,94.0,2.76
5659866,4,100.0,0.24
1303261,19,87.0,0.53
6432655,34,91.0,2.24
13249829,2,100.0,1.11
4900659,30,91.0,1.51
7928656,0,94.0,
9386847,0,94.0,
6444148,24,93.0,1.73
10311094,5,84.0,0.71
9596153,0,94.0,
14025410,1,100.0,1.0
3377871,38,82.0,1.43
59776,2,80.0,0.06
6488924,0,94.0,
9232355,36,78.0,3.54
11202183,20,100.0,7.23
4718577,11,91.0,0.65
12648403,20,91.0,5.5
13778731,3,93.0,2.43
2126053,37,94.0,1.26
5690640,2,90.0,0.52
2823378,31,89.0,1.07
13810937,2,90.0,1.09
7633883,7,100.0,0.57
8732121,2,100.0,0.2
2423613,13,72.0,0.47
13728510,9,93.0,5.0
12493396,3,93.0,0.9
8052494,2,100.0,2.0
7092874,1,80.0,0.07
13433475,8,78.0,4.29
2947662,84,99.0,3.0
7911936,7,86.0,0.63
2754975,30,97.0,1.12
13521992,0,94.0,
13138055,7,94.0,2.14
7713815,2,100.0,2.0
8747720,6,100.0,0.54
4995033,33,99.0,2.04
9107357,49,93.0,4.9
5064995,13,90.0,0.71
6600417,0,94.0,
10434883,18,93.0,2.41
13121821,20,97.0,7.89
9844242,9,96.0,1.08
13295184,10,92.0,3.45
6763785,17,88.0,1.16
586994,62,89.0,1.29
915272,150,85.0,3.47
3520353,66,96.0,2.57
4978467,2,100.0,0.13
14742722,1,100.0,1.0
7614517,39,96.0,3.12
12356,9,93.0,0.42
12726343,1,100.0,0.26
4632511,23,92.0,1.09
8384444,23,98.0,2.12
6778788,35,97.0,2.39
2682662,28,93.0,0.96
14035936,2,100.0,2.0
10611598,0,94.0,
8090623,32,94.0,2.72
13300621,4,95.0,1.46
14873017,0,94.0,
8614167,7,97.0,1.49
14758045,0,94.0,
11120777,24,96.0,4.16
9235198,33,93.0,3.26
6908672,6,97.0,0.43
13101775,10,98.0,3.19
5959251,5,96.0,0.32
14872018,0,94.0,
10857914,8,98.0,2.76
12365159,0,94.0,
13331733,5,100.0,2.38
8662258,68,98.0,6.02
7531700,2,80.0,0.16
13797236,0,94.0,
2862120,41,95.0,1.43
6089196,18,92.0,1.08
13658522,3,93.0,2.65
4532603,13,98.0,0.63
9169272,1,94.0,0.1
6400348,2,100.0,0.13
1648950,81,88.0,2.25
13788865,8,98.0,4.62
9857049,15,97.0,1.72
14673441,1,80.0,1.0
11906382,5,100.0,0.93
5743939,29,98.0,1.65
3432321,82,94.0,3.1
4546333,30,90.0,1.37
9464030,0,94.0,
7514024,0,94.0,
13330146,6,96.0,2.54
10379031,8,100.0,2.33
5725804,2,100.0,0.23
4644455,1,100.0,1.0
9133627,0,94.0,
13524454,1,100.0,0.5
7527864,20,94.0,1.66
3351728,9,100.0,0.34
6677640,16,98.0,1.08
6480967,0,94.0,
1827762,29,93.0,0.85
7854872,2,90.0,0.19
10855052,4,80.0,0.55
13591091,1,80.0,0.65
4635390,13,89.0,0.73
1745339,27,94.0,0.76
7514336,1,100.0,0.34
7874552,29,92.0,2.27
3673104,9,96.0,0.35
8450098,39,95.0,3.31
6742905,121,71.0,8.01
697078,8,90.0,0.51
9755993,6,100.0,0.71
3890373,83,98.0,3.42
3873776,7,80.0,0.29
14798673,0,94.0,
13294558,10,92.0,3.95
13376457,9,91.0,3.14
12210223,8,88.0,1.94
12738816,3,100.0,0.95
6776075,1,100.0,0.08
5709298,154,98.0,8.85
6445917,24,98.0,1.76
2776143,242,80.0,8.33
23619,127,92.0,1.67
7920759,3,100.0,1.73
10164810,6,90.0,0.93
14572100,0,94.0,
11016623,6,100.0,1.1
8428052,9,100.0,1.73
14374965,4,95.0,4.0
7527149,11,96.0,0.85
7329849,0,94.0,
3069104,17,93.0,1.08
1529393,7,74.0,0.24
7918592,17,95.0,1.6
9248612,17,91.0,1.85
54944,7,84.0,0.19
7837202,2,100.0,0.48
5445126,5,100.0,0.3
2216767,51,96.0,1.74
14586440,0,94.0,
250345,22,89.0,0.39
5690424,44,88.0,2.59
14700046,0,94.0,
4461613,3,93.0,0.19
6410674,59,95.0,3.77
6066455,56,99.0,3.7
13307513,0,94.0,
8704161,24,100.0,2.16
10653150,41,85.0,5.57
4787359,18,90.0,0.91
3050565,23,91.0,0.83
13306811,37,96.0,11.68
7553969,5,96.0,0.39
11701611,8,95.0,2.31
7244031,6,97.0,0.43
4032756,18,96.0,0.77
9078998,7,97.0,1.09
6326257,62,98.0,4.08
3377100,60,98.0,2.24
11306586,26,90.0,4.48
7342359,0,94.0,
7996844,33,90.0,2.66
14124430,3,100.0,2.31
8471852,28,99.0,2.41
12143408,4,100.0,1.4
8782592,10,94.0,1.2
10470115,3,93.0,0.43
7635616,5,100.0,0.49
1886037,1,100.0,0.07
11343485,14,86.0,9.55
8537786,14,64.0,1.21
9273978,5,100.0,0.82
14407094,1,100.0,1.0
14857569,0,94.0,
9273395,7,97.0,0.81
10945774,1,100.0,1.0
13993185,10,96.0,6.12
9274587,9,89.0,0.92
6554785,85,96.0,5.69
2998554,19,89.0,0.7
4359160,174,75.0,7.7
3392423,91,95.0,3.39
14074739,1,100.0,1.0
4489490,16,94.0,0.72
508017,156,94.0,3.02
8170181,22,93.0,1.87
3068453,74,80.0,2.71
9934771,0,94.0,
2821825,4,95.0,0.17
21891,21,94.0,0.32
13686161,1,94.0,0.7
4759640,1,100.0,0.05
4021522,6,100.0,0.25
9905304,1,100.0,0.14
3182652,5,90.0,0.18
10742655,4,80.0,0.65
13926201,0,94.0,
3653207,58,91.0,2.26
7240775,2,100.0,0.16
14421910,0,94.0,
11357756,0,94.0,
12211821,10,84.0,2.11
2747654,67,74.0,2.36
13081090,5,100.0,1.88
13216268,6,90.0,4.0
7838961,0,94.0,
1240598,76,79.0,1.93
8799256,43,92.0,3.96
4924009,52,77.0,2.66
12069214,8,100.0,1.76
497810,135,92.0,5.09
12365454,30,94.0,6.98
9299923,14,94.0,2.28
12898806,0,94.0,
14335782,0,94.0,
6741968,85,95.0,5.67
4275846,54,77.0,2.35
13926017,4,87.0,2.14
8814532,7,97.0,0.69
11336922,0,94.0,
14236787,0,94.0,
14760955,0,94.0,
8420956,8,100.0,0.69
8814105,17,96.0,1.73
14122467,0,94.0,
10730,21,95.0,0.25
9796309,0,94.0,
14351036,5,76.0,5.0
14679817,2,100.0,2.0
8325477,4,100.0,0.37
9680953,18,95.0,1.96
10549219,0,94.0,
13793578,0,94.0,
12383703,3,93.0,1.27
5649821,14,85.0,0.87
5371687,26,98.0,1.51
8814215,5,92.0,0.52
12563549,1,80.0,0.27
2715779,0,94.0,
13152370,10,90.0,4.92
12382239,11,97.0,2.34
60356,5,92.0,0.15
1340290,9,91.0,0.27
11842312,12,90.0,2.93
