listing_id,number_of_reviews,review_scores_rating,reviews_per_month
4977034,34,97.0,1.7
4075898,41,94.0,1.73
8696200,12,95.0,1.24
8302844,78,89.0,6.7
9709597,1,100.0,0.22
8432166,0,94.0,
8792552,38,77.0,3.84
12087989,12,98.0,2.52
2547129,9,91.0,0.36
4190704,81,81.0,3.43
7728499,6,93.0,0.5
12541136,6,100.0,1.55
13652746,0,94.0,
8563141,37,91.0,3.4
6924700,101,93.0,7.05
6596242,14,95.0,0.91
7054912,2,100.0,0.14
665035,0,94.0,
10116914,0,94.0,
9218288,0,94.0,
12232615,0,94.0,
12363660,15,87.0,4.02
13723404,4,85.0,3.16
11069156,0,94.0,
9707238,0,94.0,
14574734,3,100.0,3.0
14754902,0,94.0,
10117803,2,80.0,0.3
8792,18,91.0,0.21
10295349,5,64.0,0.67
13836832,0,94.0,
14897219,0,94.0,
14760973,0,94.0,
9922595,1,100.0,1.0
14870557,0,94.0,
12902509,0,94.0,
11983535,1,100.0,0.6
10117122,0,94.0,
14760739,1,100.0,1.0
2547075,20,88.0,0.68
2776391,34,96.0,1.33
891953,13,80.0,0.47
3414993,0,94.0,
973695,38,93.0,1.05
2481019,14,94.0,0.48
8837755,0,94.0,
6134867,105,93.0,6.4
11885653,3,100.0,0.55
10705351,15,100.0,6.25
6936712,5,92.0,0.36
13113748,0,94.0,
14653823,1,94.0,1.0
1873046,29,79.0,1.01
12752020,1,100.0,0.37
218259,5,90.0,0.09
5953696,28,97.0,4.52
6181758,87,94.0,5.34
5215982,20,87.0,1.28
38579,4,87.0,0.08
4118162,25,90.0,1.09
6887053,1,94.0,0.07
4303606,43,98.0,1.88
9770560,0,94.0,
13669224,4,95.0,2.67
70481,6,93.0,0.09
14897997,0,94.0,
4510513,21,92.0,0.96
8327907,3,100.0,0.29
11440702,0,94.0,
11866651,40,99.0,8.22
14110129,5,90.0,3.66
13980127,0,94.0,
6181230,2,90.0,0.13
1596470,9,100.0,0.25
8097903,1,80.0,0.09
14421841,0,94.0,
4574921,78,85.0,3.77
14421692,0,94.0,
13078148,1,100.0,1.0
1248870,17,98.0,0.48
9425087,0,94.0,
13275308,24,98.0,8.0
13225005,1,100.0,1.0
2821921,3,100.0,0.11
14421403,0,94.0,
8441187,45,95.0,4.05
14421304,0,94.0,
10881600,0,94.0,
14043390,4,93.0,2.26
14420163,0,94.0,
13812075,14,99.0,7.12
6993585,1,100.0,0.08
14419982,0,94.0,
9530285,1,94.0,0.4
6686224,27,85.0,4.66
14419482,0,94.0,
13912429,1,94.0,1.0
2410846,6,90.0,0.22
12830117,0,94.0,
2573685,5,96.0,0.19
7832890,2,100.0,0.63
13730500,7,93.0,3.23
14303099,0,94.0,
9111413,35,86.0,5.47
11061030,2,100.0,0.56
12987348,26,95.0,8.3
8340072,25,90.0,2.2
1966195,23,96.0,0.78
12815192,4,93.0,1.21
7914359,65,94.0,5.33
820073,46,99.0,1.11
8389735,0,94.0,
4489588,16,97.0,0.72
1868124,8,95.0,0.3
13027627,2,94.0,0.53
67946,1,100.0,0.02
52423,4,93.0,0.07
54215,5,80.0,0.08
54487,1,100.0,0.01
7414930,0,94.0,
25142,9,88.0,0.12
9364092,5,100.0,0.6
8152796,0,94.0,
6451456,0,94.0,
8955473,0,94.0,
8187052,0,94.0,
14852273,0,94.0,
9127677,0,94.0,
14608495,2,80.0,2.0
8925974,0,94.0,
8552387,0,94.0,
14660851,0,94.0,
7211531,12,89.0,1.17
6923446,16,96.0,1.29
39116,46,97.0,0.62
3992208,184,76.0,7.53
4577188,64,84.0,3.0
14682588,1,94.0,1.0
14418593,2,80.0,2.0
3985462,121,98.0,5.01
14486237,1,100.0,1.0
14469894,1,100.0,1.0
13434817,11,91.0,3.93
14274311,5,100.0,4.69
14221294,5,100.0,5.0
1867754,1,46.0,0.03
14368660,2,100.0,2.0
9125711,1,94.0,0.18
1695275,252,78.0,7.05
11592154,2,100.0,0.35
14073235,0,94.0,
2915595,47,98.0,1.73
8249201,1,80.0,0.09
5684346,0,94.0,
2243499,1,80.0,0.15
6356533,14,90.0,1.11
10231714,38,95.0,4.56
9452993,11,89.0,1.95
7650016,14,97.0,1.07
8141545,0,94.0,
6240901,91,77.0,5.66
13073078,6,100.0,1.94
6568621,10,84.0,0.82
3914363,5,92.0,0.21
12630619,10,94.0,4.76
6453686,58,95.0,3.76
3783090,12,100.0,1.73
12826881,7,89.0,2.06
6027467,3,100.0,0.2
14252020,6,93.0,6.0
14825159,0,94.0,
1242798,0,94.0,
14595735,0,94.0,
13863190,0,94.0,
5125723,29,97.0,1.6
9041513,0,94.0,
9845039,6,87.0,0.7
10995976,32,83.0,4.66
12154150,0,94.0,
12973308,1,100.0,0.28
12432623,3,80.0,0.88
14824684,0,94.0,
14481328,0,94.0,
13547391,0,94.0,
13449049,3,100.0,1.05
6894734,0,94.0,
228883,4,94.0,0.09
11890768,0,94.0,
4812786,1,94.0,0.06
6951829,1,100.0,0.18
13709190,20,79.0,8.33
13266833,0,94.0,
6516588,9,98.0,0.58
11087731,1,100.0,0.47
1863443,5,80.0,0.18
7220216,0,94.0,
13544430,0,94.0,
12446656,10,90.0,2.31
13724578,8,80.0,3.58
1864705,10,86.0,0.35
9941923,0,94.0,
4109165,1,80.0,0.08
14136069,0,94.0,
6927063,7,93.0,0.48
12972378,0,94.0,
7499960,9,90.0,0.74
5990896,37,85.0,2.33
13147585,18,96.0,6.43
9040476,0,94.0,
13546070,4,100.0,1.9
6844012,1,100.0,0.08
14662927,2,90.0,2.0
2174476,65,93.0,2.66
9367059,8,93.0,1.69
14774868,2,100.0,2.0
11431331,11,93.0,1.89
9130532,2,90.0,0.33
13397201,2,100.0,2.0
1141888,36,90.0,0.89
14873137,0,94.0,
8165898,3,93.0,0.31
8335838,0,94.0,
5911004,0,94.0,
10186477,3,100.0,0.38
716512,0,94.0,
8187595,0,94.0,
4565470,3,93.0,0.15
6467991,0,94.0,
6072693,16,97.0,1.02
13298014,1,60.0,0.77
9855,3,90.0,0.04
14624367,0,94.0,
8168982,0,94.0,
6268395,0,94.0,
14360470,1,100.0,1.0
6446940,4,70.0,0.27
7869497,2,60.0,0.23
14468407,2,90.0,2.0
6790961,1,100.0,0.11
12183851,20,79.0,4.17
7219056,0,94.0,
12969783,0,94.0,
14823724,1,100.0,1.0
9496325,4,87.0,0.41
8335652,0,94.0,
10034930,0,94.0,
13082258,2,80.0,0.54
10149314,1,80.0,0.18
12854553,0,94.0,
6317304,56,95.0,3.83
2663667,16,95.0,0.66
13968572,2,100.0,1.58
12592117,21,90.0,4.85
10036192,0,94.0,
11985521,1,100.0,1.0
11035223,3,93.0,0.52
8336347,2,100.0,0.22
13083058,11,100.0,4.93
8085906,0,94.0,
14573969,0,94.0,
7840131,4,95.0,0.32
10035581,0,94.0,
9793239,0,94.0,
12871837,0,94.0,
14608502,0,94.0,
3303497,12,92.0,0.45
13018428,0,94.0,
14917833,0,94.0,
8184007,0,94.0,
6316145,74,97.0,4.84
11788394,4,100.0,1.41
13017162,14,88.0,3.68
1819994,1,60.0,0.09
12870514,10,92.0,2.63
10036037,1,40.0,0.21
4040151,15,91.0,0.65
14818575,0,94.0,
14885592,0,94.0,
5086521,32,95.0,1.87
10033715,1,100.0,0.29
6015021,2,70.0,0.13
8428314,23,98.0,2.0
9329398,6,100.0,0.63
11987762,1,40.0,0.25
6167184,18,83.0,1.26
4644069,1,100.0,0.06
5659780,3,100.0,0.18
12246137,1,80.0,0.26
2186358,9,93.0,0.29
12672097,0,94.0,
4479140,5,88.0,0.46
7362715,3,93.0,0.26
4069422,13,95.0,0.55
8099266,0,94.0,
2872717,0,94.0,
8460627,5,100.0,0.47
8400275,71,79.0,6.07
6955911,5,85.0,0.35
10048789,0,94.0,
11474130,2,100.0,0.42
11677211,0,94.0,
1840255,30,98.0,1.24
9393163,1,94.0,0.17
8334845,0,94.0,
7869368,0,94.0,
13667826,4,90.0,1.94
4559774,20,95.0,0.91
9541295,17,95.0,2.34
13866603,1,100.0,1.0
8164953,0,94.0,
10229333,0,94.0,
13751871,3,80.0,1.88
9999894,0,94.0,
12359181,0,94.0,
9770477,8,80.0,1.09
7508865,3,80.0,0.31
8164146,0,94.0,
7869167,0,94.0,
12899026,1,100.0,0.77
4547353,4,90.0,0.25
3740274,36,97.0,1.41
8081935,0,94.0,
10228228,1,80.0,1.0
9180965,1,80.0,0.19
6444138,3,93.0,0.21
9868322,0,94.0,
10228764,0,94.0,
10211649,0,94.0,
14553190,0,94.0,
36885,125,97.0,1.67
14553171,0,94.0,
14799678,0,94.0,
10949319,0,94.0,
8163273,1,60.0,0.64
11751289,0,94.0,
3903324,6,97.0,0.24
13733558,8,80.0,4.0
8097453,1,100.0,0.09
14798497,0,94.0,
12652181,2,90.0,0.6
8146576,1,100.0,0.15
10113230,34,87.0,5.15
6983246,28,93.0,1.96
6409811,33,87.0,2.1
13078025,2,100.0,0.71
180914,2,78.0,0.04
951480,1,100.0,0.03
4181163,3,93.0,0.18
8670336,38,88.0,3.44
14109809,3,100.0,3.0
7573274,2,80.0,0.17
2214923,0,94.0,
11799482,2,100.0,0.46
8063870,2,70.0,0.18
8162168,0,94.0,
8063815,0,94.0,
6425405,3,80.0,0.21
12208806,4,75.0,1.26
8391298,13,98.0,1.1
6324649,54,88.0,3.58
8145397,0,94.0,
8325366,0,94.0,
13076586,2,100.0,0.87
11634778,16,95.0,5.11
13994056,11,89.0,6.23
8439372,29,94.0,2.74
14485048,0,94.0,
12962229,0,94.0,
8325544,1,40.0,0.43
14595823,0,94.0,
11454728,11,76.0,2.37
7325063,0,94.0,
13714817,0,94.0,
11240774,10,94.0,1.71
14369574,0,94.0,
5259996,0,94.0,
14647971,0,94.0,
13435185,2,100.0,2.0
3278624,3,87.0,0.53
11454147,13,98.0,2.45
5834413,2,60.0,0.13
10995355,20,89.0,3.03
1835533,38,76.0,1.09
14533117,0,94.0,
12796034,1,100.0,0.61
11583581,20,83.0,4.32
6793913,2,70.0,0.14
5308475,12,93.0,0.7
13079902,1,100.0,0.28
8325030,0,94.0,
2016500,5,92.0,0.51
951476,3,73.0,0.08
951473,0,94.0,
10552485,9,80.0,1.36
12247217,0,94.0,
4916260,12,97.0,0.75
11990528,3,100.0,0.87
10552237,8,88.0,1.11
2360109,43,85.0,1.45
9448243,10,98.0,1.04
3309941,18,94.0,0.73
12828996,1,94.0,0.25
196806,41,98.0,0.67
3589267,16,91.0,0.62
12184433,0,94.0,
13824970,1,100.0,1.0
1815326,125,94.0,4.58
3601424,93,96.0,3.72
7741566,19,98.0,1.46
13375092,8,100.0,2.96
5739119,0,94.0,
3012529,178,92.0,6.36
5295491,26,93.0,1.53
13993626,0,94.0,
13642405,8,73.0,6.15
8388481,4,95.0,0.36
14057189,6,97.0,6.0
5406448,0,94.0,
10747524,34,95.0,5.67
12254831,0,94.0,
14646704,0,94.0,
14614422,0,94.0,
8338792,0,94.0,
2555771,8,95.0,0.28
9953144,3,100.0,0.52
4291607,4,100.0,0.18
11418599,12,95.0,2.28
13584884,10,96.0,4.55
12811191,8,90.0,2.76
6716872,0,94.0,
8224214,29,89.0,2.46
10594800,4,60.0,0.73
7420789,33,97.0,2.65
8303748,1,80.0,0.09
10009367,0,94.0,
13564587,0,94.0,
8780440,10,84.0,0.92
13056513,11,95.0,3.27
7403927,3,93.0,0.25
12761363,2,90.0,0.46
14760011,0,94.0,
3668038,15,97.0,0.62
5447285,1,100.0,0.3
11220522,29,89.0,4.22
6551454,0,94.0,
11760822,19,95.0,3.99
2061478,9,98.0,0.33
5959740,1,94.0,0.06
9723217,1,100.0,0.21
8482847,30,87.0,2.66
8515356,8,98.0,0.72
13478868,2,100.0,0.7
13642655,0,94.0,
9989001,0,94.0,
8336388,0,94.0,
1110423,42,92.0,1.12
3060038,24,92.0,1.01
1912940,63,87.0,2.09
6646604,30,88.0,2.12
12339410,8,97.0,1.68
12856007,3,80.0,0.83
13347495,0,94.0,
9256035,10,96.0,1.08
13642260,5,80.0,2.05
13577929,0,94.0,
716245,86,89.0,1.81
4369675,0,94.0,
10333345,17,96.0,2.67
1961034,1,100.0,0.27
14707780,0,94.0,
8404805,0,94.0,
14250499,1,60.0,1.0
8417742,9,100.0,0.9
12873438,0,94.0,
6449549,0,94.0,
12052820,12,75.0,2.54
76073,54,93.0,0.82
13624929,4,95.0,3.43
583255,9,100.0,0.19
14460344,6,87.0,6.0
6954861,87,98.0,7.07
8789821,7,100.0,0.66
7511838,22,98.0,1.66
13264687,6,80.0,2.14
11757251,3,20.0,0.51
8518237,42,100.0,3.6
8461819,2,100.0,2.0
466361,48,91.0,0.94
2227959,176,92.0,7.19
9250014,10,96.0,1.57
4662379,20,97.0,0.94
2729015,1,80.0,0.04
3318814,0,94.0,
7840752,0,94.0,
11494020,9,100.0,2.08
8626752,0,94.0,
4628907,6,60.0,0.28
11067772,15,93.0,2.88
13674701,2,90.0,2.0
13265095,2,100.0,0.71
11921486,2,80.0,0.38
14754108,0,94.0,
7509273,7,94.0,0.66
1171578,108,97.0,2.92
1937433,10,98.0,2.97
7921649,16,93.0,1.38
13656969,0,94.0,
7054058,14,96.0,1.0
12739300,0,94.0,
7692933,90,96.0,7.05
9461126,0,94.0,
14780153,2,90.0,2.0
10607657,6,93.0,1.31
11688611,7,97.0,1.79
7805515,17,95.0,1.3
14834257,0,94.0,
11147761,13,98.0,2.13
4652263,1,80.0,1.0
13960193,5,60.0,2.78
8378257,7,86.0,0.62
14473036,0,94.0,
7476671,8,93.0,0.63
2943893,0,94.0,
7529525,0,94.0,
9255725,10,96.0,1.03
9410831,0,94.0,
13490438,2,100.0,0.78
9114896,34,94.0,3.52
1185034,16,89.0,0.4
8934599,7,97.0,1.84
1545185,31,87.0,0.87
13333256,1,94.0,0.83
12709469,1,20.0,0.65
13800294,2,90.0,0.95
13031523,3,87.0,0.95
8983081,2,100.0,0.42
3412990,60,90.0,2.8
14864858,0,94.0,
217498,120,95.0,2.03
8753559,27,97.0,2.81
13111691,1,94.0,1.0
7721323,19,86.0,1.45
12833084,2,100.0,0.59
11035352,0,94.0,
13684319,1,100.0,1.0
7310887,72,98.0,5.33
2526773,6,90.0,0.24
3181719,44,97.0,1.67
14770708,1,80.0,1.0
8014950,7,86.0,0.56
6119918,51,89.0,3.12
6343532,63,91.0,4.06
14322546,1,94.0,1.0
13192046,3,100.0,1.96
4410765,3,80.0,0.29
5606682,39,88.0,2.46
2014882,104,93.0,3.85
11717217,2,50.0,0.53
10226171,0,94.0,
7735518,1,100.0,0.08
14912536,0,94.0,
9685102,42,92.0,5.32
11569156,0,94.0,
4556374,0,94.0,
7308811,2,90.0,0.16
14698794,3,100.0,3.0
4737304,15,95.0,0.89
9896713,87,92.0,9.67
10835494,3,100.0,2.31
6865619,0,94.0,
3457722,23,98.0,0.9
1327725,132,94.0,3.45
3606396,4,90.0,0.15
13222465,0,94.0,
4456987,16,95.0,0.95
4489752,22,91.0,0.99
13156872,6,97.0,1.94
13374823,1,100.0,0.46
1523772,0,94.0,
14500012,0,94.0,
2294730,9,90.0,0.32
8962914,5,92.0,0.47
5784404,14,97.0,1.21
4670285,16,93.0,0.96
13960293,2,94.0,1.03
14402688,2,100.0,2.0
295285,19,97.0,0.47
11441717,10,96.0,1.89
962610,33,99.0,0.87
14767573,1,100.0,1.0
5270703,0,94.0,
14303090,3,100.0,2.81
3521944,4,93.0,0.16
1161210,163,93.0,4.1
14878512,0,94.0,
12708781,14,96.0,3.56
11662212,31,98.0,10.57
14692682,1,100.0,1.0
13938959,0,94.0,
8265182,19,95.0,4.96
601763,0,94.0,
13266176,11,93.0,4.78
10185866,0,94.0,
4698367,60,95.0,3.3
7513906,1,100.0,0.09
13028899,3,93.0,1.53
13491626,0,94.0,
4530670,30,99.0,1.46
6300089,22,94.0,1.42
9926796,7,66.0,0.91
9301075,15,96.0,1.55
13261681,11,91.0,4.12
13015767,22,95.0,6.06
7854569,0,94.0,
10279083,3,100.0,0.49
9607296,0,94.0,
6706463,1,94.0,0.08
14685903,0,94.0,
14159799,0,94.0,
8720673,1,100.0,0.19
1757417,19,100.0,1.82
10964552,51,96.0,7.22
13487348,1,100.0,0.57
14552489,0,94.0,
6261296,58,97.0,3.69
12618291,3,100.0,1.41
14677678,0,94.0,
9340410,10,100.0,2.11
9292118,22,96.0,2.29
164418,37,91.0,0.61
7275018,3,93.0,0.23
4180178,1,80.0,0.06
11626869,12,87.0,4.29
13827734,0,94.0,
1391492,71,95.0,1.92
9550398,0,94.0,
10127270,1,80.0,0.48
13907143,6,97.0,3.83
6401859,27,97.0,4.43
4698487,4,100.0,0.2
14593751,0,94.0,
6613472,8,98.0,4.71
3974503,1,100.0,0.04
7497047,1,80.0,0.08
7185881,2,100.0,0.15
8645254,1,94.0,0.22
14719754,1,60.0,1.0
13296735,14,100.0,5.25
11983286,63,99.0,11.39
9607385,0,94.0,
6131224,10,96.0,0.63
7840411,5,87.0,0.47
5344465,12,89.0,0.72
7900936,29,99.0,2.25
13275334,8,100.0,4.53
7441144,5,88.0,0.38
8490356,9,96.0,0.78
2886933,46,97.0,1.65
3164650,7,89.0,0.28
4699828,30,93.0,1.78
13697676,0,94.0,
14778561,2,100.0,2.0
14272646,0,94.0,
890705,16,87.0,0.39
1173306,23,90.0,0.59
8133752,9,100.0,0.78
4828640,54,94.0,3.82
2931870,48,90.0,1.71
2931271,27,87.0,1.04
2931165,70,91.0,2.53
10381729,34,91.0,5.23
9826706,3,100.0,0.36
14086516,9,100.0,5.51
4483906,0,94.0,
8761060,0,94.0,
6006328,10,84.0,1.76
8904546,0,94.0,
12492474,3,100.0,1.01
8904297,10,80.0,2.59
2529318,29,95.0,1.06
14686119,0,94.0,
3839678,10,84.0,0.4
14242888,5,96.0,5.0
2278704,81,89.0,2.79
14663819,1,80.0,1.0
14664852,0,94.0,
9047646,1,94.0,0.09
2515870,86,94.0,2.92
12904318,1,80.0,1.0
7106162,1,100.0,0.08
10234895,3,80.0,0.63
177129,131,94.0,2.14
3522237,2,90.0,0.19
14691657,4,93.0,4.0
12971329,3,100.0,0.83
1510876,23,97.0,0.62
5729203,0,94.0,
13565183,0,94.0,
570493,57,96.0,1.54
737519,3,100.0,0.58
14092792,6,97.0,4.62
6005290,1,100.0,0.08
7389719,0,94.0,
13928082,0,94.0,
1391215,111,87.0,2.97
2794782,40,93.0,1.42
6763587,4,80.0,0.84
2764624,109,87.0,3.82
14928000,0,94.0,
5891012,4,100.0,0.26
6160803,49,93.0,2.99
11410652,1,100.0,0.21
77691,194,88.0,2.89
6014737,16,71.0,0.96
179245,33,87.0,0.55
1732804,59,97.0,1.66
11376403,5,92.0,0.97
3788075,23,90.0,0.91
14682145,0,94.0,
14747561,0,94.0,
14826101,0,94.0,
8899828,0,94.0,
7356415,3,87.0,0.22
10764250,3,93.0,0.53
7274342,0,94.0,
1179399,92,95.0,5.19
4177233,54,94.0,2.27
11992431,13,100.0,2.42
31796,291,87.0,3.83
9352045,0,94.0,
179244,81,87.0,1.33
1128894,50,90.0,1.38
13565471,1,80.0,0.75
14056340,1,60.0,1.0
13564762,2,100.0,1.76
9894686,65,94.0,7.36
1178371,85,95.0,4.81
14809866,1,94.0,1.0
9239190,12,87.0,1.2
3193484,3,93.0,0.28
47521,241,88.0,3.3
12593225,2,90.0,2.0
8518091,13,94.0,1.19
3389896,4,75.0,0.32
3094942,10,90.0,0.39
13318312,0,94.0,
8700820,7,94.0,0.64
1472520,231,96.0,6.23
1472481,231,96.0,6.34
1112067,129,87.0,3.17
5584915,2,100.0,0.15
14756184,1,100.0,1.0
14710769,1,100.0,1.0
7927765,2,80.0,0.6
5862806,30,95.0,2.15
8566407,45,98.0,3.9
13564281,0,94.0,
13007181,0,94.0,
14461747,2,100.0,2.0
4879579,6,100.0,3.91
14219033,3,100.0,2.43
5371051,25,92.0,2.58
1881180,43,97.0,1.38
7222349,21,92.0,1.91
11569331,2,100.0,0.59
3765289,2,50.0,0.08
6523777,55,93.0,3.53
7239024,62,97.0,4.39
12103501,4,95.0,1.1
5991427,23,74.0,1.36
11964926,20,83.0,6.0
11021254,0,94.0,
10185646,0,94.0,
12366845,1,94.0,0.22
13622776,2,100.0,1.3
13546414,18,81.0,8.06
11389072,0,94.0,
13415232,6,97.0,2.28
536865,185,87.0,3.67
1454258,163,98.0,4.34
7842550,47,83.0,3.7
1321422,194,96.0,5.07
13578911,1,80.0,1.0
3765014,9,64.0,0.36
12857981,3,93.0,0.88
4484747,5,64.0,0.22
4967219,143,82.0,7.16
13168176,2,60.0,1.71
13955674,3,93.0,3.0
4173285,4,100.0,0.22
5844314,46,90.0,9.45
14740708,0,94.0,
13266133,2,100.0,0.75
13151270,0,94.0,
8956962,8,83.0,0.78
9415687,11,100.0,1.4
9685076,3,100.0,0.69
4484798,16,69.0,0.95
12593655,0,94.0,
7006683,2,100.0,0.15
3303860,4,55.0,0.15
13613812,0,94.0,
4695542,158,85.0,7.67
3344639,45,93.0,3.18
10610205,14,97.0,4.94
3057116,53,97.0,2.16
7939556,1,100.0,0.09
7693354,114,91.0,8.86
91588,8,91.0,0.12
9887664,2,90.0,1.58
13655923,19,99.0,7.81
57156,17,87.0,0.26
12020004,4,80.0,1.19
6574771,25,97.0,4.03
9332643,0,94.0,
7934491,0,94.0,
13281106,1,100.0,0.37
12052292,1,94.0,0.33
1112193,120,89.0,2.98
9494212,36,91.0,3.75
6626933,50,91.0,3.23
11853416,1,94.0,0.21
9493951,43,89.0,4.81
10034592,14,96.0,1.66
205894,125,89.0,2.05
4875342,11,82.0,0.55
1352776,3,93.0,1.91
13509665,0,94.0,
12125635,4,100.0,0.97
4793787,110,98.0,5.47
13417233,5,100.0,2.0
13574652,0,94.0,
10559976,0,94.0,
2811937,43,93.0,1.53
9279773,14,99.0,1.42
7725279,21,94.0,1.61
3678429,8,95.0,0.31
12109171,21,95.0,4.17
6627469,8,90.0,0.53
14671948,0,94.0,
9494511,29,89.0,2.98
7449448,13,92.0,0.97
14918425,0,94.0,
533152,12,93.0,0.41
3415434,8,78.0,0.33
4431210,5,88.0,0.22
826706,7,66.0,0.18
3628320,12,88.0,0.48
14900236,0,94.0,
14127153,1,100.0,1.0
10068240,33,92.0,3.96
13098572,2,60.0,0.56
400067,20,86.0,0.51
3250847,4,80.0,0.15
530983,19,93.0,0.41
4447430,18,99.0,0.81
531552,11,93.0,0.22
13313124,2,80.0,0.67
14539326,0,94.0,
11759332,0,94.0,
3250739,16,70.0,0.6
14632821,4,93.0,4.0
6887926,3,40.0,0.21
2000797,59,90.0,2.21
579605,10,93.0,0.2
11966297,8,97.0,1.85
6870485,7,89.0,0.47
4216208,40,83.0,2.37
3052935,13,77.0,0.52
8886703,12,92.0,1.11
9685085,3,100.0,0.7
12343588,30,96.0,6.67
3945704,95,97.0,3.91
12657537,0,94.0,
13767907,11,73.0,4.93
9383459,41,94.0,4.27
14822087,0,94.0,
13374617,3,73.0,2.37
4527029,7,71.0,0.42
14093943,1,40.0,1.0
7476936,3,93.0,0.23
1332786,108,98.0,2.82
4350898,2,100.0,2.0
14040282,6,93.0,6.0
3953472,12,95.0,0.51
18711,17,88.0,0.22
1544702,222,97.0,6.09
315982,84,87.0,1.53
561769,4,87.0,0.08
12344014,3,87.0,0.86
7071883,15,97.0,1.04
4494419,2,70.0,0.09
3166256,102,96.0,3.74
13242393,1,100.0,0.43
2871079,0,94.0,
13979354,14,91.0,7.92
10268223,2,90.0,0.25
3641545,5,100.0,0.22
839265,16,89.0,0.36
232990,55,93.0,0.9
1584362,232,97.0,6.48
4503393,3,47.0,0.13
1821633,123,98.0,3.53
4934600,64,93.0,4.92
3394437,14,87.0,0.56
533114,8,93.0,0.16
7367795,4,95.0,0.29
8523157,16,100.0,3.08
12586305,3,100.0,1.45
12175961,1,80.0,0.25
6965516,1,100.0,0.1
6655012,14,90.0,2.9
12126299,2,100.0,0.63
5048406,23,96.0,1.2
3311675,3,73.0,0.12
1262443,3,94.0,0.36
8161218,2,100.0,0.16
13325983,7,83.0,3.28
3294775,62,91.0,2.33
8947232,6,77.0,0.56
13714934,3,100.0,1.38
13687764,0,94.0,
3946215,101,96.0,4.57
13699440,1,100.0,1.0
7246272,37,96.0,3.23
6014302,15,73.0,0.89
13927765,12,97.0,6.43
200265,118,93.0,1.96
7292184,21,93.0,1.69
13443949,14,80.0,5.12
14647962,0,94.0,
8587030,29,98.0,2.6
3589869,4,80.0,0.96
377474,19,85.0,0.38
13236936,1,20.0,0.37
3539510,12,92.0,0.52
213086,22,92.0,0.76
8536113,9,93.0,5.87
11584799,9,100.0,1.78
771309,1,100.0,0.04
8291550,1,100.0,1.0
1944976,5,80.0,0.3
11258721,4,90.0,0.8
3294152,77,87.0,2.89
8717204,27,90.0,2.73
13239143,2,100.0,0.67
13861258,1,100.0,0.48
8536127,21,75.0,1.82
14565726,1,94.0,1.0
14600925,0,94.0,
6881541,24,88.0,1.83
3344322,32,91.0,1.22
7454966,9,82.0,0.68
12593869,2,90.0,0.78
10426124,18,81.0,2.39
14389002,1,100.0,1.0
10053549,0,94.0,
10138792,5,96.0,0.93
10905777,1,100.0,0.22
14468656,0,94.0,
14553530,0,94.0,
7225201,1,80.0,0.08
13514017,14,92.0,6.36
11648688,2,80.0,0.44
13450880,5,100.0,2.63
6798777,0,94.0,
14843783,3,100.0,3.0
13221129,1,100.0,0.38
10051357,1,100.0,0.2
10050351,2,100.0,0.3
12287687,0,94.0,
5191658,24,93.0,1.31
14711125,0,94.0,
8271384,90,95.0,7.48
12679021,0,94.0,
10053928,0,94.0,
12072006,0,94.0,
4435883,2,100.0,2.0
13298546,15,100.0,4.89
13218729,1,60.0,0.43
11563716,4,95.0,0.73
6598203,12,88.0,0.79
6843850,3,90.0,0.25
2649521,8,100.0,0.29
14774811,0,94.0,
10054046,1,100.0,0.4
13510994,5,96.0,2.0
9218362,32,99.0,3.19
10053235,0,94.0,
8595227,0,94.0,
6006121,105,92.0,6.38
10053032,0,94.0,
10053454,0,94.0,
10052824,1,100.0,0.21
10052622,0,94.0,
10592815,0,94.0,
2564544,60,98.0,2.13
10052920,0,94.0,
2384107,19,98.0,0.63
13951039,7,100.0,4.38
10051623,0,94.0,
12984263,0,94.0,
14158636,1,100.0,1.0
10052445,0,94.0,
7134081,12,98.0,0.87
11087657,3,100.0,0.58
6609546,74,97.0,4.81
12639344,4,75.0,0.97
12047758,3,90.0,0.58
8131907,14,93.0,1.34
10475848,10,88.0,1.64
7461091,0,94.0,
5952474,15,88.0,0.96
1644031,35,87.0,5.38
8366402,17,99.0,1.46
14291722,0,94.0,
11735784,1,100.0,0.54
12309083,33,95.0,7.07
11275661,4,80.0,0.63
10850420,17,96.0,2.66
13602808,7,100.0,5.0
7982359,3,100.0,0.31
3363097,21,96.0,1.43
11276570,3,93.0,0.51
14519844,0,94.0,
11734812,5,95.0,0.84
11572070,1,100.0,0.42
14387692,1,100.0,1.0
13813809,2,80.0,1.28
11863590,1,100.0,0.26
13814175,4,93.0,2.0
13813149,0,94.0,
13746896,6,100.0,3.0
13911832,0,94.0,
13942919,6,97.0,3.75
7929879,6,87.0,0.53
13713713,8,98.0,3.93
11649321,2,100.0,0.43
11592067,4,93.0,0.66
7853971,6,93.0,1.25
11970702,1,100.0,0.22
14873100,0,94.0,
6544642,14,89.0,1.0
7988755,68,94.0,5.48
4996375,55,98.0,2.75
11492423,24,97.0,4.39
4586590,102,98.0,5.14
12581300,11,98.0,2.97
6489209,14,97.0,0.9
11986653,38,85.0,8.03
6088708,78,92.0,4.8
6151079,29,94.0,1.81
5511924,26,96.0,1.54
14843050,2,100.0,2.0
13532311,1,100.0,1.0
5078127,24,96.0,1.42
8274008,32,98.0,2.65
13188046,10,100.0,3.16
