listing_id,availability_30,availability_90
13586128,11,57
9900315,0,5
11521541,20,78
13045194,0,4
8189821,0,0
1445064,0,0
13585624,11,64
14191723,0,42
6627802,30,90
5076880,16,64
12356962,5,65
12372052,0,27
13830152,19,50
5719606,5,60
182613,6,38
5620496,27,87
82637,28,88
3820516,2,33
14501620,12,68
13371105,0,0
14632658,23,78
7321217,0,34
1102623,21,66
7472068,17,68
7053454,0,33
1755376,29,89
4917583,30,90
12130434,24,84
10118573,29,89
979759,24,84
14423483,30,90
14404992,8,8
8696236,0,0
8814479,24,84
8191739,6,66
965554,29,89
8814039,17,77
8813451,20,77
14908177,7,59
1358531,29,89
4602191,27,87
7596262,29,89
8191517,24,84
12088322,29,89
13545648,24,84
10119075,29,89
4467841,0,0
3931204,19,79
10118716,29,89
9644312,0,0
10118946,29,89
10118379,29,89
7857318,30,90
10118091,29,89
10052037,30,90
10152056,29,89
10119193,29,89
10051649,30,90
25418,29,89
10051842,0,35
7855702,29,89
11967208,0,0
4610745,0,0
23668,29,89
10119327,29,89
10327517,0,0
6015995,29,89
7308623,0,0
4489920,30,86
2769450,8,47
14467554,9,61
1867881,30,90
1131634,9,38
67774,0,0
8309711,3,37
5659866,1,1
1303261,30,90
6432655,0,11
13249829,0,0
4900659,1,33
7928656,0,0
9386847,0,0
6444148,1,27
10311094,17,62
9596153,0,0
14025410,0,0
3377871,0,1
59776,30,90
6488924,30,90
9232355,8,58
11202183,2,28
4718577,10,48
12648403,2,33
13778731,3,6
2126053,2,20
5690640,0,0
2823378,25,59
13810937,0,0
7633883,4,46
8732121,4,62
2423613,0,0
13728510,9,57
12493396,0,0
8052494,0,0
7092874,0,0
13433475,14,68
2947662,12,61
7911936,0,9
2754975,1,23
13521992,10,65
13138055,4,35
7713815,1,52
8747720,0,0
4995033,2,16
9107357,7,47
5064995,0,4
6600417,0,0
10434883,2,33
13121821,5,21
9844242,2,2
13295184,17,47
6763785,0,0
586994,3,31
915272,9,30
3520353,4,41
4978467,0,0
14742722,8,48
7614517,2,17
12356,0,0
12726343,3,7
4632511,1,22
8384444,0,19
6778788,0,0
2682662,6,55
14035936,8,68
10611598,0,0
8090623,18,78
13300621,17,48
14873017,17,71
8614167,15,75
14758045,0,4
11120777,8,47
9235198,1,8
6908672,0,0
13101775,0,0
5959251,6,66
14872018,0,20
10857914,0,5
12365159,0,0
13331733,17,47
8662258,4,42
7531700,18,78
13797236,0,0
2862120,19,19
6089196,0,0
13658522,0,0
4532603,4,30
9169272,0,0
6400348,0,0
1648950,1,30
13788865,0,9
9857049,3,30
14673441,0,0
11906382,0,0
5743939,1,50
3432321,0,0
4546333,14,74
9464030,0,0
7514024,0,44
13330146,0,5
10379031,20,75
5725804,0,0
4644455,0,0
9133627,0,36
13524454,0,0
7527864,8,63
3351728,0,5
6677640,0,9
6480967,0,0
1827762,14,14
7854872,2,62
10855052,0,0
13591091,8,56
4635390,0,14
1745339,0,0
7514336,0,37
7874552,12,72
3673104,30,56
8450098,15,71
6742905,0,23
697078,0,7
9755993,0,0
3890373,0,15
3873776,29,89
14798673,0,4
13294558,13,41
13376457,0,0
12210223,3,10
12738816,4,4
6776075,0,0
5709298,3,41
6445917,3,3
2776143,1,23
23619,2,8
7920759,0,0
10164810,19,79
14572100,5,20
11016623,3,10
8428052,0,0
14374965,0,15
7527149,8,53
7329849,0,0
3069104,0,17
1529393,30,90
7918592,0,0
9248612,0,0
54944,7,51
7837202,0,37
5445126,0,0
2216767,0,20
14586440,6,49
250345,4,43
5690424,7,43
14700046,7,36
4461613,2,2
6410674,10,67
6066455,15,64
13307513,0,0
8704161,1,35
10653150,6,45
4787359,6,59
3050565,0,4
13306811,0,7
7553969,1,1
11701611,0,18
7244031,0,0
4032756,10,48
9078998,0,0
6326257,14,65
3377100,0,19
11306586,2,28
7342359,0,0
7996844,13,59
14124430,17,75
8471852,0,1
12143408,9,49
8782592,0,8
10470115,23,80
7635616,4,34
1886037,0,0
11343485,2,2
8537786,30,90
9273978,10,65
14407094,12,61
14857569,0,20
9273395,2,42
10945774,19,79
13993185,5,46
9274587,3,49
6554785,2,26
2998554,4,4
4359160,0,22
3392423,1,2
14074739,7,25
4489490,13,73
508017,3,28
8170181,0,4
3068453,1,26
9934771,0,0
2821825,29,89
21891,29,89
13686161,9,69
4759640,0,0
4021522,29,89
9905304,4,64
3182652,0,0
10742655,30,90
13926201,0,0
3653207,25,85
7240775,0,34
14421910,30,90
11357756,29,89
12211821,4,48
2747654,0,30
13081090,9,49
13216268,0,13
7838961,29,89
1240598,0,29
8799256,5,35
4924009,2,24
12069214,3,38
497810,1,33
12365454,3,30
9299923,1,1
12898806,20,80
14335782,4,64
6741968,0,25
4275846,1,42
13926017,0,0
8814532,26,86
11336922,0,0
14236787,0,0
14760955,9,59
8420956,27,34
8814105,24,75
14122467,0,0
10730,0,0
9796309,0,0
14351036,15,54
14679817,11,65
8325477,0,32
9680953,0,0
10549219,0,0
13793578,0,34
12383703,25,85
5649821,28,88
5371687,2,31
8814215,25,85
12563549,28,88
2715779,0,0
13152370,5,29
12382239,0,0
60356,0,0
1340290,30,90
11842312,11,54
4977034,7,44
4075898,10,66
8696200,0,0
8302844,2,5
9709597,0,0
8432166,0,0
8792552,0,0
12087989,6,41
2547129,5,48
4190704,5,51
7728499,1,49
12541136,0,36
13652746,18,78
8563141,5,36
6924700,0,0
6596242,0,39
7054912,0,0
665035,29,89
10116914,26,86
9218288,0,0
12232615,0,0
12363660,19,79
13723404,6,52
11069156,0,0
9707238,0,0
14574734,21,77
14754902,0,0
10117803,29,89
8792,0,0
10295349,28,85
13836832,0,0
14897219,17,74
14760973,18,78
9922595,29,89
14870557,0,7
12902509,0,0
11983535,26,86
10117122,29,89
14760739,10,62
2547075,10,56
2776391,4,40
891953,8,61
3414993,0,0
973695,30,90
2481019,8,36
8837755,0,0
6134867,7,39
11885653,0,0
10705351,3,18
6936712,8,44
13113748,0,0
14653823,4,4
1873046,0,33
12752020,2,9
218259,29,89
5953696,1,13
6181758,9,28
5215982,0,0
38579,29,89
4118162,10,70
6887053,0,0
4303606,5,50
9770560,0,0
13669224,0,0
70481,0,0
14897997,12,12
4510513,6,54
8327907,11,71
11440702,0,0
11866651,4,37
14110129,11,66
13980127,0,0
6181230,5,65
1596470,10,49
8097903,0,34
14421841,27,87
4574921,5,37
14421692,30,90
13078148,11,59
1248870,6,35
9425087,0,0
13275308,14,50
13225005,7,58
2821921,0,34
14421403,30,90
8441187,18,59
14421304,30,90
10881600,14,66
14043390,0,0
14420163,30,90
13812075,4,44
6993585,0,0
14419982,15,75
9530285,26,86
6686224,14,72
14419482,30,85
13912429,3,22
2410846,10,54
12830117,3,3
2573685,4,33
7832890,3,33
13730500,0,23
14303099,7,44
9111413,0,49
11061030,0,0
12987348,9,34
8340072,2,46
1966195,15,38
12815192,2,4
7914359,6,43
820073,20,66
8389735,0,0
4489588,0,0
1868124,27,83
13027627,25,25
67946,29,89
52423,29,89
54215,29,89
54487,29,89
7414930,30,90
25142,29,89
9364092,11,65
8152796,0,0
6451456,0,0
8955473,30,90
8187052,29,89
14852273,0,0
9127677,0,0
14608495,7,49
8925974,30,90
8552387,0,0
14660851,0,15
7211531,7,58
6923446,0,1
39116,0,0
3992208,1,18
4577188,24,84
14682588,4,44
14418593,9,69
3985462,12,40
14486237,17,70
14469894,18,70
13434817,0,0
14274311,0,22
14221294,0,0
1867754,30,90
14368660,24,84
9125711,0,0
1695275,0,7
11592154,0,0
14073235,2,21
2915595,0,0
8249201,0,0
5684346,0,0
2243499,30,90
6356533,19,65
10231714,0,0
9452993,0,0
7650016,0,21
8141545,29,89
6240901,6,40
13073078,0,0
6568621,11,67
3914363,30,90
12630619,2,24
6453686,4,39
3783090,6,50
12826881,3,3
6027467,29,89
14252020,0,0
14825159,15,50
1242798,0,0
14595735,9,34
13863190,0,0
5125723,5,62
9041513,30,90
9845039,0,0
10995976,2,35
12154150,0,0
12973308,7,49
12432623,0,0
14824684,7,49
14481328,29,89
13547391,0,0
13449049,0,0
6894734,0,0
228883,29,89
11890768,0,18
4812786,30,90
6951829,29,89
13709190,3,46
13266833,3,3
6516588,30,90
11087731,0,0
1863443,30,90
7220216,30,86
13544430,0,0
12446656,0,0
13724578,0,0
1864705,27,83
9941923,0,0
4109165,27,87
14136069,23,83
6927063,0,0
12972378,14,61
7499960,20,20
5990896,26,81
13147585,2,31
9040476,30,86
13546070,10,65
6844012,30,90
14662927,5,33
2174476,12,55
9367059,0,0
14774868,0,0
11431331,19,79
9130532,0,0
13397201,0,25
1141888,0,32
14873137,0,0
8165898,29,89
8335838,29,89
5911004,0,0
10186477,0,0
716512,29,89
8187595,29,89
4565470,30,86
6467991,0,0
6072693,0,0
13298014,0,0
9855,29,89
14624367,20,20
8168982,29,89
6268395,28,88
14360470,0,0
6446940,0,0
7869497,30,90
14468407,0,0
6790961,29,89
12183851,0,33
7219056,30,86
12969783,9,69
14823724,11,11
9496325,4,43
8335652,29,89
10034930,30,86
13082258,0,0
10149314,27,87
12854553,0,0
6317304,2,44
2663667,0,0
13968572,5,9
12592117,9,62
10036192,30,90
11985521,30,90
11035223,0,0
8336347,29,89
13083058,0,0
8085906,29,89
14573969,7,30
7840131,0,0
10035581,30,90
9793239,0,0
12871837,29,89
14608502,4,45
3303497,0,0
13018428,21,69
14917833,26,86
8184007,29,89
6316145,3,30
11788394,17,77
13017162,0,0
1819994,18,78
12870514,0,0
10036037,30,90
4040151,30,86
14818575,3,18
14885592,29,89
5086521,0,0
10033715,30,90
6015021,28,88
8428314,5,42
9329398,6,26
11987762,30,90
6167184,4,23
4644069,0,0
5659780,29,89
12246137,29,89
2186358,30,90
12672097,0,0
4479140,0,0
7362715,0,0
4069422,4,64
8099266,29,89
2872717,30,90
8460627,24,81
8400275,1,14
6955911,0,0
10048789,30,90
11474130,11,71
11677211,0,0
1840255,6,51
9393163,0,0
8334845,29,89
7869368,30,90
13667826,0,0
4559774,7,7
9541295,17,77
13866603,0,4
8164953,29,89
10229333,29,89
13751871,0,23
9999894,0,0
12359181,0,0
9770477,8,44
7508865,29,89
8164146,29,89
7869167,26,86
12899026,14,74
4547353,0,0
3740274,2,3
8081935,29,89
10228228,29,89
9180965,30,90
6444138,30,86
9868322,0,0
10228764,30,90
10211649,0,0
14553190,1,1
36885,0,22
14553171,28,87
14799678,17,77
10949319,0,0
8163273,0,35
11751289,0,0
3903324,30,90
13733558,0,2
8097453,29,89
14798497,23,83
12652181,0,0
8146576,25,85
10113230,0,4
6983246,0,23
6409811,17,72
13078025,8,65
180914,29,89
951480,29,89
4181163,30,86
8670336,13,13
14109809,17,77
7573274,18,78
2214923,30,86
11799482,0,0
8063870,30,90
8162168,29,89
8063815,17,77
6425405,0,0
12208806,30,90
8391298,0,0
6324649,0,34
8145397,29,89
8325366,25,82
13076586,0,0
11634778,4,22
13994056,0,59
8439372,11,67
14485048,14,74
12962229,0,0
8325544,29,89
14595823,9,63
11454728,10,34
7325063,30,90
13714817,11,49
11240774,0,0
14369574,0,34
5259996,2,62
14647971,8,52
13435185,0,15
3278624,30,86
11454147,11,60
5834413,29,89
10995355,11,36
1835533,0,0
14533117,0,10
12796034,0,0
11583581,6,6
6793913,29,89
5308475,0,37
13079902,0,0
8325030,29,89
2016500,0,0
951476,25,85
951473,29,89
10552485,0,0
12247217,29,89
4916260,23,83
11990528,0,0
10552237,0,29
2360109,21,79
9448243,15,75
3309941,27,83
12828996,0,0
196806,28,84
3589267,28,88
12184433,30,90
13824970,29,89
1815326,10,60
3601424,12,69
7741566,1,44
13375092,0,0
5739119,4,30
3012529,0,0
5295491,30,90
13993626,0,0
13642405,0,0
8388481,5,61
14057189,23,83
5406448,30,90
10747524,0,1
12254831,0,0
14646704,10,45
14614422,0,0
8338792,0,0
2555771,9,58
9953144,29,89
4291607,0,0
11418599,0,34
13584884,0,9
12811191,27,84
6716872,0,0
8224214,5,57
10594800,0,29
7420789,9,69
8303748,0,0
10009367,0,0
13564587,14,68
8780440,11,56
13056513,9,52
7403927,5,65
12761363,0,0
14760011,29,89
3668038,30,90
5447285,0,0
11220522,0,0
6551454,0,0
11760822,2,49
2061478,0,25
5959740,0,0
9723217,0,0
8482847,7,49
8515356,2,58
13478868,29,89
13642655,0,0
9989001,0,0
8336388,0,0
1110423,13,18
3060038,21,81
1912940,5,5
6646604,7,7
12339410,26,84
12856007,0,34
13347495,0,0
9256035,2,51
13642260,0,0
13577929,0,0
716245,0,0
4369675,0,0
10333345,9,69
1961034,0,0
14707780,10,67
8404805,30,90
14250499,0,0
8417742,1,39
12873438,0,4
6449549,0,0
12052820,16,76
76073,0,21
13624929,0,3
583255,0,0
14460344,0,0
6954861,5,53
8789821,25,85
7511838,0,34
13264687,0,0
11757251,0,0
8518237,9,57
8461819,0,10
466361,0,0
2227959,0,0
9250014,8,44
4662379,13,42
2729015,0,0
3318814,22,37
7840752,0,0
11494020,17,48
8626752,0,0
4628907,0,0
11067772,11,56
13674701,1,4
13265095,1,1
11921486,30,90
14754108,0,10
7509273,10,65
1171578,20,75
1937433,0,0
7921649,6,49
13656969,0,35
7054058,3,3
12739300,5,65
7692933,6,50
9461126,0,0
14780153,15,75
10607657,17,72
11688611,0,0
7805515,2,41
14834257,2,36
11147761,0,0
4652263,6,66
13960193,0,0
8378257,12,72
14473036,0,0
7476671,28,69
2943893,0,0
7529525,29,89
9255725,8,63
9410831,0,0
13490438,30,90
9114896,1,27
1185034,8,37
8934599,15,70
1545185,9,67
13333256,0,0
12709469,0,0
13800294,0,0
13031523,0,0
8983081,28,88
3412990,12,16
14864858,24,84
217498,3,34
8753559,15,67
13111691,13,56
7721323,0,0
12833084,0,0
11035352,30,90
13684319,0,0
7310887,3,38
2526773,20,20
3181719,5,43
14770708,29,89
8014950,0,0
6119918,30,90
6343532,8,44
14322546,24,69
13192046,0,8
4410765,0,0
5606682,6,56
2014882,3,46
11717217,0,0
10226171,0,0
7735518,23,83
14912536,23,83
9685102,5,57
11569156,0,0
4556374,30,90
7308811,0,0
14698794,21,81
4737304,0,0
9896713,1,37
10835494,11,53
6865619,0,0
3457722,0,0
1327725,8,55
3606396,0,0
13222465,8,65
4456987,24,84
4489752,10,48
13156872,0,0
13374823,6,11
1523772,30,90
14500012,6,16
2294730,0,0
8962914,10,60
5784404,23,83
4670285,0,0
13960293,22,72
14402688,8,66
295285,0,12
11441717,0,4
962610,9,53
14767573,29,89
5270703,0,0
14303090,0,25
3521944,0,0
1161210,17,65
14878512,7,67
12708781,18,73
11662212,0,39
14692682,11,52
13938959,0,58
8265182,28,72
601763,5,40
13266176,25,70
10185866,0,0
4698367,16,16
7513906,0,37
13028899,6,51
13491626,0,0
4530670,21,81
6300089,11,62
9926796,30,90
9301075,6,44
13261681,15,60
13015767,7,52
7854569,0,0
10279083,5,65
9607296,29,89
6706463,28,88
14685903,25,85
14159799,23,83
8720673,29,89
1757417,5,43
10964552,1,18
13487348,20,80
14552489,2,53
6261296,18,66
12618291,25,71
14677678,8,17
9340410,4,42
9292118,7,25
164418,29,83
7275018,0,0
4180178,0,4
11626869,20,80
13827734,23,49
1391492,11,47
9550398,0,0
10127270,30,90
13907143,0,0
6401859,8,46
4698487,0,0
14593751,0,32
6613472,29,89
3974503,0,34
7497047,0,12
7185881,8,68
8645254,0,36
14719754,23,83
13296735,22,82
11983286,5,9
9607385,0,0
6131224,0,0
7840411,0,0
5344465,28,88
7900936,3,39
13275334,9,9
7441144,4,64
8490356,14,74
2886933,0,6
3164650,0,0
4699828,12,44
13697676,1,1
14778561,26,86
14272646,21,81
890705,0,24
1173306,0,0
8133752,27,87
4828640,29,87
2931870,21,81
2931271,1,61
2931165,1,61
10381729,0,0
9826706,0,0
14086516,29,89
4483906,30,90
8761060,30,90
6006328,4,57
8904546,18,78
12492474,0,0
8904297,22,82
2529318,0,0
14686119,5,65
3839678,28,88
14242888,26,86
2278704,8,68
14663819,10,44
14664852,0,34
9047646,0,0
2515870,0,0
12904318,25,85
7106162,0,0
10234895,0,56
177129,0,0
3522237,30,90
14691657,6,40
12971329,0,50
1510876,4,10
5729203,30,90
13565183,1,1
570493,21,81
737519,6,66
14092792,18,78
6005290,29,89
7389719,3,54
13928082,20,80
1391215,13,73
2794782,0,49
6763587,30,90
2764624,17,77
14928000,30,90
5891012,5,65
6160803,8,47
11410652,0,9
77691,29,86
6014737,28,88
179245,12,72
1732804,18,72
11376403,0,0
3788075,0,43
14682145,26,86
14747561,4,59
14826101,6,66
8899828,28,88
7356415,0,0
10764250,0,38
7274342,0,0
1179399,7,53
4177233,0,0
11992431,15,75
31796,2,43
9352045,0,0
179244,13,73
1128894,6,50
13565471,0,0
14056340,23,83
13564762,0,0
9894686,2,26
1178371,4,33
14809866,0,0
9239190,17,77
3193484,5,65
47521,5,38
12593225,12,72
8518091,0,0
3389896,0,0
3094942,0,0
13318312,0,0
8700820,3,61
1472520,1,16
1472481,1,24
1112067,14,70
5584915,0,6
14756184,10,70
14710769,29,89
7927765,9,69
5862806,5,31
8566407,2,19
13564281,0,0
13007181,0,0
14461747,10,70
4879579,14,59
14219033,10,65
5371051,9,64
1881180,2,43
7222349,5,62
11569331,0,0
3765289,26,86
6523777,13,70
7239024,9,63
12103501,0,60
5991427,28,88
11964926,10,56
11021254,26,86
10185646,0,34
12366845,0,0
13622776,14,74
13546414,21,75
11389072,0,34
13415232,0,35
536865,5,32
1454258,4,51
7842550,20,79
1321422,0,16
13578911,0,0
3765014,0,44
12857981,23,83
4484747,5,65
4967219,1,17
13168176,0,11
13955674,18,78
4173285,1,35
5844314,3,40
14740708,11,11
13266133,0,52
13151270,30,90
8956962,30,90
9415687,0,0
9685076,0,58
4484798,27,87
12593655,6,66
7006683,0,0
3303860,18,78
13613812,11,61
4695542,2,19
3344639,14,67
10610205,1,61
3057116,25,83
7939556,30,90
7693354,4,36
91588,23,83
9887664,0,0
13655923,0,18
57156,0,0
12020004,0,4
6574771,7,34
9332643,0,0
7934491,30,90
13281106,5,65
12052292,0,30
1112193,5,52
9494212,13,73
6626933,2,31
11853416,12,61
9493951,8,62
10034592,26,86
205894,16,76
4875342,0,0
1352776,18,72
13509665,0,36
12125635,0,24
4793787,9,65
13417233,3,3
13574652,0,0
10559976,0,55
2811937,8,60
9279773,7,64
7725279,3,6
3678429,29,86
12109171,7,53
6627469,0,15
14671948,0,0
9494511,14,74
7449448,12,72
14918425,9,67
533152,8,31
3415434,21,81
4431210,21,81
826706,0,0
3628320,2,35
14900236,29,89
14127153,6,66
10068240,20,80
13098572,29,89
400067,0,0
3250847,7,57
530983,11,17
4447430,0,14
531552,2,47
13313124,30,90
14539326,9,69
11759332,5,65
3250739,30,90
14632821,15,72
6887926,0,59
2000797,10,57
579605,8,51
11966297,2,2
6870485,0,0
4216208,14,74
3052935,3,63
8886703,11,71
9685085,18,78
12343588,12,66
3945704,8,32
12657537,25,85
13767907,0,0
9383459,0,2
14822087,18,78
13374617,0,0
4527029,24,84
14093943,18,78
7476936,0,0
1332786,2,19
4350898,11,67
14040282,21,81
3953472,0,7
18711,11,62
1544702,1,21
315982,13,73
561769,8,38
12344014,0,0
7071883,4,4
4494419,0,36
3166256,2,13
13242393,5,65
2871079,0,0
13979354,22,82
10268223,0,0
3641545,0,0
839265,0,46
232990,0,16
1584362,0,12
4503393,30,90
1821633,6,52
4934600,12,52
3394437,0,0
533114,4,38
7367795,3,3
8523157,10,15
12586305,29,89
12175961,0,30
6965516,21,81
6655012,26,86
12126299,0,40
5048406,0,0
3311675,6,66
1262443,0,3
8161218,30,90
13325983,0,0
3294775,11,48
8947232,12,72
13714934,0,0
13687764,0,0
3946215,10,48
13699440,3,42
7246272,12,58
6014302,28,88
13927765,4,54
200265,1,61
7292184,0,0
13443949,5,54
14647962,19,79
8587030,14,55
3589869,6,66
377474,0,3
13236936,0,50
3539510,12,47
213086,0,0
8536113,0,0
11584799,0,34
771309,0,0
8291550,18,40
1944976,0,0
11258721,0,26
3294152,7,57
8717204,5,43
13239143,0,0
13861258,0,0
8536127,26,78
14565726,0,0
14600925,4,38
6881541,19,67
3344322,6,61
7454966,24,84
12593869,4,6
10426124,4,40
14389002,24,84
10053549,30,90
10138792,0,0
10905777,0,0
14468656,0,26
14553530,0,36
7225201,29,89
13514017,6,39
11648688,30,84
13450880,8,56
6798777,0,22
14843783,4,4
13221129,29,89
10051357,30,90
10050351,30,90
12287687,29,89
5191658,0,0
14711125,3,27
8271384,6,44
12679021,0,0
10053928,30,90
12072006,0,0
4435883,1,1
13298546,3,3
13218729,29,89
11563716,23,72
6598203,0,0
6843850,18,78
2649521,1,1
14774811,9,69
10054046,27,87
13510994,1,1
9218362,2,29
10053235,30,90
8595227,0,0
6006121,0,3
10053032,30,86
10053454,30,90
10052824,30,81
10052622,30,90
10592815,0,0
2564544,11,58
10052920,30,90
2384107,2,5
13951039,0,14
10051623,30,90
12984263,30,87
14158636,0,19
10052445,30,84
7134081,11,62
11087657,0,0
6609546,7,61
12639344,27,87
12047758,30,90
8131907,0,24
10475848,22,76
7461091,0,0
5952474,3,33
1644031,12,56
8366402,2,19
14291722,0,32
11735784,20,78
12309083,4,20
11275661,26,86
10850420,0,0
13602808,7,55
7982359,0,0
3363097,11,58
11276570,27,83
14519844,24,84
11734812,25,79
11572070,29,89
14387692,8,55
13813809,26,81
11863590,30,81
13814175,14,62
13813149,0,0
13746896,5,42
13911832,11,62
13942919,3,4
7929879,16,73
13713713,4,4
11649321,30,85
11592067,0,0
7853971,10,55
11970702,22,82
14873100,1,38
6544642,2,12
7988755,4,29
4996375,11,21
11492423,12,54
4586590,0,22
12581300,0,0
6489209,5,5
11986653,4,44
6088708,9,59
6151079,22,79
5511924,17,77
14843050,10,14
13532311,17,70
5078127,22,79
8274008,14,65
13188046,0,0
11787441,3,35
4947526,18,35
11714059,3,28
8649257,14,67
13294824,8,22
6296656,7,61
11008495,4,53
14842237,5,5
13924495,4,41
4585452,0,0
6911945,2,2
14186170,14,58
4699742,25,85
13415984,0,7
3585343,7,41
8828147,28,88
1340649,20,80
6629066,9,56
12515067,0,0
11757376,2,34
4863101,3,39
9237653,14,14
4863108,2,35
13333623,0,0
4928894,15,73
10103725,0,7
6565713,5,32
14151531,12,64
13282275,0,0
4287348,16,61
994138,7,52
4287366,0,0
7713728,1,20
160572,0,0
14693220,0,6
5026613,0,0
5927267,20,68
14884243,11,71
7746589,9,57
8596320,0,27
13855525,0,22
13113079,8,68
11020786,0,0
12545716,16,76
3792147,22,82
7745117,2,2
4287989,0,0
8055839,0,0
4090224,4,46
11757166,2,30
6317446,9,56
7841193,0,0
14591406,0,0
11740527,15,64
8052617,7,50
13642024,17,33
13477535,24,84
13969106,2,30
6317722,9,56
13672165,0,0
6796364,0,34
12803718,2,34
14868087,13,53
6672582,0,0
5727231,0,34
2843596,19,70
10494550,1,14
7855120,8,52
10034183,0,0
14870532,0,21
5054601,2,37
12738641,0,0
14426124,2,51
7611271,29,79
9626428,0,3
5856633,0,0
6544715,15,61
3415033,24,81
5004278,0,3
2135075,10,53
646087,19,79
2022303,11,39
13190410,3,31
13671334,1,43
4627334,0,0
7330494,2,32
4151979,13,47
7003280,9,50
9460898,3,50
13752754,0,0
5380160,22,70
2021489,20,80
2021483,25,85
13605196,0,0
13555596,0,0
257588,14,57
13638077,15,70
11295065,3,3
6543678,0,9
6347026,0,18
12835086,0,6
9508099,14,71
13866156,0,1
6640662,0,14
14898146,1,47
11474629,2,39
5019306,22,81
11474006,6,29
13636659,15,69
11758169,10,36
13586841,16,62
7836038,3,35
6705513,10,70
7475557,21,74
11653496,15,64
9507164,16,73
1887581,15,65
13586491,15,67
11767622,22,76
2412715,0,0
13028935,0,0
12998582,0,0
5590505,0,0
13864415,4,25
2021274,19,68
11947150,0,0
6310903,4,32
395975,4,49
5999291,4,13
4607307,0,0
7933149,16,73
1887507,0,15
13864196,12,55
5868798,0,0
13044229,3,3
13863117,10,59
12208307,0,0
13306033,4,56
5163162,21,79
14928333,11,64
9013631,23,65
5851489,26,80
4196643,8,53
11127085,0,0
13550969,21,81
8930592,11,51
12665563,1,16
4261784,30,85
4261781,30,90
10749794,8,53
14107067,0,32
14663743,13,68
12534735,2,29
5384923,4,33
4402209,0,0
5884210,0,0
11818157,30,90
2135451,0,0
14463855,29,89
6476613,0,0
95453,11,50
9926208,0,0
3866526,0,0
13795095,7,67
13590412,0,0
4106372,20,77
8310653,0,0
2114274,5,49
3353,0,0
7052171,0,0
3677662,5,65
2930663,0,0
7868209,0,0
4293597,1,36
7283351,0,0
1839549,0,0
6227976,18,78
14413896,13,69
8112652,0,0
6976414,0,3
10353263,0,1
13342372,29,89
10253416,0,0
8714682,0,0
10730102,0,0
13024208,0,0
9109401,7,54
8552338,0,0
11255643,14,68
13696794,8,68
12628940,0,0
11304657,0,0
14220964,0,31
3519768,3,47
12270833,0,0
9813223,0,16
9878725,0,0
10032327,1,7
4909590,0,33
14253149,4,62
9445192,0,0
6728273,0,19
13450030,5,56
5775139,0,0
3898015,10,10
3897995,0,2
14416538,15,66
14203428,0,31
14055887,30,90
4340110,9,59
3701108,0,4
13007112,0,0
6838488,22,82
7894645,18,78
13801598,0,0
10724635,0,0
13515084,6,66
7052847,0,0
13530359,0,0
13355213,29,89
13512459,29,89
14153636,4,60
13879099,0,0
14251839,5,62
10123024,0,0
9533193,0,0
3897963,0,0
14231732,0,0
11530331,0,0
3420221,21,81
3901439,0,0
13415816,5,65
12873559,0,0
13430656,12,26
13578106,0,0
5762866,0,0
13462519,29,87
7055184,0,0
11512755,0,0
6761345,0,0
8238078,30,90
14037899,0,30
11022736,0,0
10231171,0,0
831744,10,70
13606268,30,90
12655758,0,0
8579799,1,7
8301150,0,0
10809,3,43
10810,3,43
13019695,0,1
10807,3,3
10021398,2,53
10758,3,43
13381254,29,89
4861476,20,77
12873268,0,0
12233830,6,38
13592046,7,22
13004551,1,1
6923942,0,0
10987109,0,39
12592696,0,0
14916248,18,75
13295386,0,0
4598026,0,0
4351970,26,86
14231514,30,90
11528125,0,0
7797744,0,0
9496337,0,6
4294835,0,0
14655187,0,34
5824015,0,0
13822146,0,5
13236820,7,37
10706413,2,2
13685207,0,0
5661246,24,81
7479725,0,0
11896394,0,14
14756029,3,39
11036835,0,0
13002808,0,32
13443430,0,0
13656292,0,0
4710583,0,0
12755021,0,0
13017064,0,0
12620315,0,0
13345701,1,54
5858133,0,0
14443295,0,0
7395978,0,0
9834617,0,0
12262803,0,0
9058863,30,90
7527677,0,7
9110708,0,0
8758450,0,18
14572515,0,0
9593141,0,0
14484865,29,89
9969226,0,0
5593939,0,0
12540640,1,46
13327034,0,0
14473911,15,68
72811,23,80
5889190,0,0
9854083,30,90
6823017,3,53
13998602,7,64
9541666,0,0
7575576,8,8
5085125,7,16
12253499,10,67
13684464,0,0
14473564,0,0
9885963,0,0
13550412,0,0
12409042,2,59
13391054,0,21
11343048,17,72
14055624,30,90
7067397,0,0
6854357,0,0
12752442,5,45
12736032,0,0
13685592,0,0
13685577,0,0
12997334,0,0
12735138,0,0
8607856,0,0
12735111,30,88
8034092,30,90
4278873,1,22
14340601,10,38
13685228,0,0
13275579,9,56
13733887,16,59
14651378,0,0
2183117,2,41
8310660,0,0
13464674,2,2
13509242,21,64
14487262,0,0
4526384,5,58
14454943,10,70
7245413,0,0
5967421,3,48
13782612,0,0
3419711,5,23
13684251,1,1
6089975,29,89
5870922,0,35
7277653,13,69
1529321,0,0
9473811,0,0
13126713,28,88
13028247,1,18
1525494,2,38
13996398,0,0
12176027,0,0
14044530,0,0
14650655,28,88
6179374,30,90
8751275,10,18
8882195,15,65
14473323,15,66
8029788,0,0
1902160,0,0
7783953,0,7
7931331,17,67
6277566,0,0
