id,name,property_id,host_id,neighborhood_id,zipcode,accommodates,bedrooms,minimum_nights,price,availability_30,availability_90
5532549,South End close to Back Bay,2,26379614,10,02116,6,2.0,1,$250.00,1,1
8631257,Cozy private bedroom,8,14299534,10,02116,1,1.0,1,$50.00,0,0
9663423,Cozy South End Apt in best location,3,22543302,10,02118,3,1.0,4,$115.00,0,0
6763409,"Columbus Avenue By Maverick, Five",2,22348222,10,02116,2,0.0,7,$150.00,5,65
3289921,South End Studio with Sleeping Loft,2,2212661,10,02118,4,0.0,4,$170.00,0,29
5976821,Heart of the South End Near It All!,2,432317,10,02116,2,1.0,2,$125.00,0,48
8680170,2BR South End Duplex,2,5678580,10,02116,2,2.0,2,$250.00,0,0
11841986,Bright 2BR in Heart of South End,2,12243051,10,02116,4,2.0,3,$229.00,16,52
6287797,One Bedroom in Open and Airy Apt,2,14980002,10,02118,2,1.0,2,$90.00,0,0
8827268,"Views, Amenities, Location, Bingo!",2,3958442,10,02210,4,1.0,1,$200.00,30,90
5075267,Efficient Studio - Back Bay/S. End,2,814298,10,02118,2,0.0,2,$100.00,2,52
798957,2Bed2BathDplx 43Bus to BestBosSites,2,1651480,10,02118,4,2.0,1,$306.00,6,41
11710680,Bright & beautiful 2BR in best location,2,7744251,10,02118,4,2.0,3,$229.00,5,26
11686744,Stylish 1BR in Heart of Boston,3,12243051,10,02118,2,1.0,3,$199.00,13,29
8088370,Ballroom turned loft apartment!,8,21406929,10,02118,1,1.0,2,$67.00,6,46
4742275,Attention to details is our mantra,2,5474074,10,02118,2,0.0,28,$120.00,1,37
7645862,Studio 5 South End: by Spare Suite,2,508268,10,02118,3,0.0,3,$239.00,10,52
9821291,BEST DEAL- 1 Bd in South End,2,24171028,10,02118,4,1.0,1,$130.00,0,0
9611852,Perfect Studio in Center of Boston,2,49731364,10,02116,2,0.0,2,$197.00,1,42
7294565,South End Brown Stone,2,11822816,10,02118,2,1.0,2,$85.00,0,0
14821911,Beautiful Apartment in South End,2,92663980,10,02118,3,1.0,3,$225.00,20,80
8303267,"4+ BR Quiet, Deluxe, Charming House",1,4552954,10,02118,8,5.0,5,"$1,300.00",14,69
9728602,Renovated South End abode (2b/2b),2,4127253,10,02118,4,2.0,3,$266.00,3,3
5058148,Convenient & Vibrant South End!  ,2,1604662,10,02118,2,1.0,2,$160.00,0,0
6762011,"Columbus Ave By Maverick, TwentyTwo",2,22348222,10,02116,2,0.0,7,$150.00,0,51
11873789,Cozy Apartment + Porch in South End,2,44369882,10,02118,3,2.0,3,$280.00,24,70
12496332,Sunny & Spacious room- South End,2,11556349,10,02118,2,1.0,7,$60.00,0,0
585148,Trendy Loft in the South End,2,2883829,10,02118,2,1.0,2,$225.00,0,0
5582163,Fabulous south end studio!,2,28943553,10,02116,2,1.0,1,$170.00,0,14
5352623,Romantic B&B - Roof Top Hot Tub,5,97805,10,02118,2,1.0,1,$168.00,22,82
322593,"1Studio WalkOutToPatio..CloseToBus,T,HistoricSites",2,1651480,10,02118,2,1.0,2,$183.00,7,52
6810723,"Columbus By Maverick, TwentyThree",2,22348222,10,02116,2,0.0,7,$137.00,0,35
11902134,Apartment in Historic South End,2,63487603,10,02118,6,2.0,4,$300.00,0,4
14461998,COZY South end studio,2,88372372,10,02118,3,0.0,2,$166.00,0,3
10227043,2 BR 2 Bath Luxury Apmt in SouthEnd,2,39338110,10,02116,4,2.0,2,$350.00,5,28
14709217,South End Penthouse,2,35883584,10,02118,2,1.0,10,$149.00,0,0
2683284,Sleek and Modern in the South End,2,1015632,10,02118,4,1.0,2,$190.00,11,69
11397511,Beautiful Bedroom in the South End,2,53312551,10,02118,2,1.0,2,$180.00,1,40
1252289,South End brownstone private room,2,1462158,10,02118,2,1.0,3,$99.00,6,33
4679319,7 to 12 minute walk to Prudential,2,5474074,10,02118,2,0.0,28,$110.00,4,64
8006992,"Elegant, Historic, sleek renovation",2,2265368,10,02118,3,1.0,4,$210.00,5,46
7513605,"Columbus Avenue By Maverick, Two",2,22348222,10,02116,2,0.0,7,$155.00,8,68
8371115,Sunny Penthouse | Private Roof Deck,2,3179912,10,02118,2,1.0,1,$178.00,2,5
13378987,Comfort and peace in the South End.,3,25124470,10,02118,7,4.0,1,$600.00,0,0
13477286,Spacious 3BR in the South End,2,1600351,10,02116,5,3.0,2,$550.00,0,0
13378936,Montgomery Place - Apartment-Ette (Room 5),6,75997654,10,02116,4,1.0,3,$170.00,9,40
11041684,South End Grand Studio Suite,2,51673899,10,02118,2,0.0,2,$129.00,26,86
13378923,Montgomery Place - Studio (Room 6),6,75997654,10,02116,2,0.0,2,$160.00,4,27
11771810,"Open BR, Steps From Marathon Finish",2,26345165,10,02116,2,1.0,2,$250.00,0,29
6348631,Chic minimal 2BD in south end SOWA,2,7119092,10,02118,2,2.0,1,$149.00,0,0
9840919,Boston Vacation Rental M373,2,32532791,10,02116,4,1.0,3,$175.00,0,0
5734770,Sunny Roofdeck Apartment,2,27015747,10,02116,2,1.0,2,$150.00,6,32
8480507,Sunny South End Brownstone w/ Deck,2,6349477,10,02118,4,1.0,2,$250.00,2,16
9430774,Modern Industrial Styled Loft,8,46153497,10,02118,2,1.0,1,$100.00,0,0
4364925,large & grand 2 bedroom South End by Copley Sq #3,2,9653086,10,02118,7,2.0,1,$200.00,11,56
12426977,Comfortable South End Studio,2,1399007,10,02118,2,0.0,3,$120.00,4,4
7511737,"Columbus Avenue By Maverick, Seven",2,22348222,10,02116,2,0.0,7,$150.00,3,49
7694365,"Columbus Ave By Maverick, FortyOne",2,22348222,10,02116,2,0.0,7,$152.00,0,15
12508801,1 BR / 1 BA Penthouse - South End,2,61279591,10,02116,2,1.0,1,$200.00,0,8
10083878,S.END: Huge industrial cool condo!!,2,51741798,10,02118,4,1.0,2,$170.00,3,37
990668,"zzEastPrivateBedBath MinsToBus,Metro,HistoricSites",2,1651480,10,02118,2,1.0,2,$157.00,6,59
10427882,Boston Christopher One Bedroom,2,48494513,10,02118,2,1.0,2,$229.00,10,60
639111,Murmod Sanctuary at Aisling,5,3189672,10,Unknown,3,1.0,1,$299.00,0,28
14933461,Boston Vacation Rentals-2,2,32532791,10,02116,4,1.0,3,$165.00,3,7
6677700,2BR with rooftop/South End,2,34950545,10,02116,4,2.0,1,$210.00,0,0
8316068,1 Bedroom in Condominium (III),3,43217109,10,02118,2,1.0,2,$110.00,17,77
8381472,Beautiful brown stone in South End,2,44169062,10,02118,4,2.0,1,$400.00,0,0
6972426,Luxurious penthouse living!!,6,36559227,10,02118,4,2.0,2,$575.00,19,79
6759439,"Columbus Ave By Maverick, TwentySix",2,22348222,10,02116,2,0.0,7,$147.00,0,0
6038520,"City-style, Spacious South End Apt.",2,31339113,10,02118,2,1.0,2,$200.00,0,0
3236496,Netflix in Plus or Deluxe Apartment,2,5474074,10,02118,2,0.0,28,$115.00,13,61
8200839,"Boston, South End - 1 Bedroom (I)",3,43217109,10,02118,2,1.0,2,$110.00,4,22
1106555,zzzParking? MASTER CALENDAR   OnlyEd Books forYou,12,1651480,10,02118,1,1.0,1,$500.00,30,90
6939126,Cozy Studio ;-) in SOUTH END Boston,2,36379082,10,02116,2,1.0,1,$250.00,30,90
14304682,"Lovely Roof Top Pad, Nearby to Everything",2,47283683,10,02118,2,1.0,3,$149.00,3,39
8595650,Historical Southend apartment,2,14535919,10,02118,4,1.0,3,$200.00,3,47
2549840,Marvelous South End 2.5 bed/ 2.5 ba,2,814298,10,02118,8,3.0,4,$417.00,11,33
5088560,Stunning SouthEnd/BackBay Penthouse,3,21609039,10,02118,4,2.0,2,$600.00,17,55
4364989,newly furn one bedroom by Copley #6,2,9653086,10,02118,4,1.0,1,$175.00,0,16
14091605,Lofty South End Apartment,8,12452436,10,02118,2,1.0,1,$69.00,1,1
6758482,"Columbus Ave By Maverick, One",2,22348222,10,02116,2,0.0,7,$150.00,4,64
7856208,Large bedroom in South End w/ Patio,2,41439483,10,02118,2,1.0,1,$180.00,0,0
6758443,"Columbus Ave By Maverick, FortyFive",2,22348222,10,02116,2,1.0,7,$150.00,5,65
6758462,"Columbus By Maverick, FortyThree",2,22348222,10,02116,2,0.0,7,$137.00,0,35
1810397,3Bed/2.5Bath Luxury Triplex So. End,2,9485021,10,02118,8,3.0,5,$800.00,3,59
14819274,"South End, Penthouse, Roof Deck w/Amazing Views!",2,19806255,10,02116,2,1.0,1,$199.00,1,34
7377034,Huge Private Room with Private Bath,3,29713098,10,02118,4,1.0,2,$133.00,0,4
8201104,"Boston, South End - 3 Bedrooms",3,43217109,10,02118,5,3.0,4,$299.00,0,51
13460331,Bright Boston Bedroom in Prime Location,2,76928629,10,02118,1,1.0,1,$135.00,12,51
14770892,"Victorian Charm, Modern Living: South End/Back Bay",3,34055750,10,02118,4,2.0,2,$275.00,6,61
453660,Safe Clean Convenient ♥ Heart of Boston,2,2254462,10,02118,2,1.0,2,$99.00,15,75
14589341,Barbara's Room at Aisling,5,3189672,10,02118,3,1.0,1,$350.00,6,45
12049787,Appleton Studio B (M306B) Early Sept DEAL $155/nt,2,32532791,10,02116,2,0.0,3,$170.00,3,12
3808557,"South End, 2 bed, private roofdeck",2,19572355,10,02118,6,2.0,1,$450.00,0,0
1119740,[1358-S1]Small Studio in South End,2,25188,10,02118,2,,3,$186.00,24,82
2513870,South End. LUXURY 1 BEDROOM. 850sqf,2,12867663,10,02118,4,1.0,14,$300.00,0,0
12034317,Charming South End Apartment,2,2012986,10,02118,4,1.0,2,$200.00,0,0
3842286,Charming South End Brownstone Loft,2,3149911,10,02116,4,1.0,2,$189.00,0,0
13377097,Montgomery Place - Garden Level (Room 1),6,75997654,10,02116,2,0.0,2,$150.00,3,25
7920541,Sleek 1BR w/ Downtown Views and Gym,3,12243051,10,02118,4,1.0,3,$179.00,12,26
2694019,Back Bay apt. Close to Marathon!,2,12985903,10,02116,3,1.0,1,$250.00,21,81
11590512,"Bright South End 1BR w/Gym, Pool",3,12243051,10,02118,2,1.0,3,$229.00,7,7
10656576,South End Beauty/1+ beds/1.5 baths,2,52081526,10,02118,4,1.0,3,$250.00,0,0
5593888,Cozy South End Guest Room,2,21009959,10,02118,2,1.0,2,$89.00,1,43
9706279,#great location #modern living,2,7410606,10,02118,1,1.0,2,$80.00,0,0
14817983,Unique and Cozy South End Roof Deck Retreat,2,47283683,10,02118,2,1.0,3,$119.00,27,87
7592616,South End 1 Bdrm with Private Deck,2,4031770,10,02118,2,1.0,2,$140.00,0,0
826555,Cozy place in the heart of Boston,2,4335656,10,02116,4,1.0,5,$84.00,0,0
7740592,Luxury in the Perfect Location,1,4552954,10,02118,4,2.0,4,$700.00,29,89
13605430,Amazing 1.5 BR in the heart of the South End,3,52469325,10,02118,2,2.0,6,$250.00,0,0
10656206,Large 2 Bedrooms Boston South End,2,4897723,10,02118,4,2.0,1,$200.00,12,72
14486599,Stunning Rooftop Home with Comfort and Style,2,47283683,10,02118,2,1.0,3,$99.00,15,72
7095320,2 Bed/1 Bath South End at Dog Park!,2,37189820,10,02118,4,2.0,1,$150.00,0,0
12308161,Boston Centrally Located Brownstone,2,66371429,10,02118,2,1.0,1,$119.00,2,40
9508975,South End Charm,2,21737209,10,02118,4,2.0,2,$300.00,0,0
6248526,South End 1bd near everything,2,1782413,10,02116,2,1.0,4,$170.00,0,0
1071144,[1358-S]Small Studio In South End,2,25188,10,02118,2,,3,$269.00,24,82
989163,"Victorian Dream Studio, South End",2,5430185,10,02118,2,1.0,32,$170.00,8,43
9197535,Spacious room in back bay,2,33311329,10,02116,1,1.0,1,$100.00,0,0
22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,5,85770,10,02116,1,1.0,1,$135.00,6,61
12916551,Luxury2BEDS/south end/Boston downtown/Free parking,2,70833557,10,02118,6,1.0,1,$159.00,0,12
7214920,South End 2 Bed w/ Parking & Patio,3,20062444,10,02118,3,2.0,1,$250.00,2,13
7755144,Nice South End Condo.,2,29806038,10,02118,3,1.0,2,$225.00,13,71
10391455,Heart of Boston - Semi-Private Room,2,10115868,10,02118,2,1.0,3,$75.00,0,23
5639731,Ideal Studio in Back Bay/S. End,2,1444340,10,02118,2,0.0,2,$144.00,0,45
9574727,Modern studio in Boston’s South End,2,2976895,10,02118,1,0.0,4,$170.00,0,0
6134013,1 Bedroom in Victorian Brownstone,1,331174,10,02118,2,1.0,2,$120.00,0,0
14522631,Luxury 2 beds /free parking/South end,2,70833557,10,02118,4,1.0,1,$139.00,1,16
4461846,"Columbus Ave By Maverick, ThirtySix",2,22348222,10,02116,2,0.0,7,$147.00,0,21
6444303,"zWestPrivateBedBath MinsToBus,Metro",2,1651480,10,02118,2,1.0,2,$217.00,1,7
824244,Cozy place in The Heart of Boston,2,4335656,10,02116,4,1.0,5,$95.00,0,0
22208,[1358] Small Studio in South End,2,25188,10,02118,2,,3,$225.00,24,82
7575052,Sunny and Quiet top floor #8,2,9653086,10,02118,4,1.0,1,$200.00,0,0
11060140,South End Studio Suite Apartment,2,51673899,10,02118,2,0.0,2,$189.00,28,86
14125957,South End garden studio in excellent location,2,39282139,10,02116,2,0.0,2,$150.00,3,16
12587887,Beautifully-Appointed 2 Bed floor-thru w/parking,2,68277260,10,02118,4,2.0,3,$279.00,22,82
1038465,HANCOCK TOWER/COPLEY ROOM,1,85770,10,02116,1,1.0,1,$135.00,9,58
12653367,Brownstone with Private Roof Deck!,2,14987763,10,02116,2,1.0,3,$200.00,2,2
8753913,Fashionable South End Condo,2,43449123,10,02118,4,2.0,2,$240.00,0,0
9949819,South End Near Backbay Garden Apt,2,31021638,10,02116,2,1.0,1,$77.00,0,0
2495047,Serene in the South End,2,5430185,10,02118,2,0.0,27,$160.00,0,35
9853959,South End/Back Bay Apartment,2,50727619,10,02118,4,1.0,2,$195.00,0,0
10671192,1 bedroom apt in Boston South End,2,44392534,10,02118,2,1.0,1,$175.00,1,36
9446242,Heart of Back Bay/South End,2,3977458,10,02116,1,1.0,14,$150.00,29,89
9474436,South End studio with private patio,2,49104276,10,02116,2,1.0,2,$228.00,19,75
1200502,Charming Garden Studio In South End,2,6557340,10,02118,2,1.0,2,$145.00,5,39
9757412,South End Gem,2,50318988,10,02118,1,1.0,1,$89.00,0,0
7508063,"Modern, Airy 2 BR Loft in South End",2,2064438,10,02118,6,2.0,1,$238.00,0,0
7901248,"South End Private Garden, Free Parking",2,41661623,10,02118,3,1.0,2,$161.00,0,0
14094279,One of the best rooms in Boston. Period.,2,84808632,10,Unknown,2,1.0,1,$149.00,2,12
7114655,South End Artist Loft in SOWA,3,271917,10,02118,5,2.0,2,$300.00,0,7
8815257,Cool Boston Crib. Awesome Building,2,6103953,10,02118,6,2.0,2,$177.00,0,0
2215762,"Boutique South End, with sunshine",2,5430185,10,02118,2,1.0,32,$185.00,0,34
14372667,South End Apt w/ Private Deck.,2,26510042,10,02118,4,1.0,1,$240.00,0,4
3903273,Beautiful Brownstone Condo,2,2278181,10,02118,2,1.0,7,$225.00,0,0
12979965,Boston South End - Multiple Rooms,3,43217109,10,02118,2,1.0,2,$125.00,23,27
13078164,Boston Penthouse - Modern Charm,2,23099761,10,02118,2,1.0,1,$175.00,3,48
5067019,Fantastic 2 bed South End duplex!,2,26164941,10,02116,2,2.0,1,$150.00,0,0
5640375,Sunny Studio in Back Bay/ S. End,2,1444340,10,02118,2,0.0,2,$122.00,7,50
14405817,One Bedroom Apartment in South End,2,19055159,10,02118,2,1.0,2,$125.00,0,0
14589471,Salthill at Aisling,5,3189672,10,02118,2,1.0,1,$325.00,1,38
13713445,Verona's Victorian Charm (# 6) M314 SPECIAL $155,6,32532791,10,02116,2,1.0,3,$170.00,3,15
13078068,Sweet South End Digs,3,46488030,10,02116,2,1.0,5,$160.00,4,19
7095658,2 Bed South End-Roof Deck-Dog Park!,2,37189820,10,02118,4,2.0,2,$199.00,0,0
8096900,Spacious South End Apartment,2,39652496,10,02118,4,2.0,1,$160.00,3,32
6426364,Great city views top floor one bed #7,2,9653086,10,02118,4,1.0,1,$200.00,4,48
4787233,2 BR Apt Boston South End,2,4897723,10,02118,4,2.0,1,$200.00,0,0
7916575,"Columbus Ave By Maverick,ThirtyFive",2,22348222,10,02116,2,0.0,7,$150.00,5,65
12094488,"Great Spot - South End, 2 BR Condo",3,64837202,10,02118,2,2.0,2,$350.00,17,40
8211468,Cozy South End Studio For Two,2,4407416,10,02116,2,1.0,1,$139.00,1,35
1428355,Stay in the heart of South End!,2,7422781,10,02118,2,0.0,1,$80.00,0,8
12290886,South End Suite Vacation Rental M365-1,2,32532791,10,02116,4,1.0,3,$215.00,2,17
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,1,85770,10,02116,2,1.0,1,$130.00,5,53
2395326,Classic South End Brownstone-1 BR,3,12230539,10,02116,2,1.0,1,$183.00,2,31
10734159,"BMC, Symphony T, NE, BU, Berklee!!",2,21184200,10,02118,8,2.0,2,$188.00,0,0
8014383,Boston South End Niche (M327) Short notice deals,2,32532791,10,02118,2,1.0,3,$215.00,6,14
4609785,Great room in Boston's South End!,2,16522894,10,02118,2,1.0,1,$75.00,0,4
5867761,Lovely Apartment in South End,2,6252491,10,02118,1,1.0,1,$45.00,0,0
5834930,Lovely Back Bay/South End Apt!,2,7726008,10,02116,2,1.0,1,$125.00,30,90
8309604,Back Bay / South End - best of both,2,4127253,10,02116,4,2.0,2,$290.00,0,0
7965521,South End 1 Bedroom PERFECTION!,2,22110106,10,02116,2,1.0,1,$215.00,1,28
1401625,[1293-1/1] Lovely 1 BR in South End,2,25188,10,02118,2,1.0,2,$255.00,24,84
11470818,Brownstone on Charming Dead End St.,2,32870796,10,02118,2,1.0,2,$300.00,29,89
13928400,Comfy Roof Top Access Near Everything,2,47283683,10,02218,2,1.0,2,$169.00,10,63
11634638,Private Room in Southend,2,3987348,10,02116,1,1.0,1,$140.00,0,0
8406972,Classic Boston Brownstone,2,10115868,10,02118,5,1.0,3,$250.00,0,0
5768819,"Columbus Avenue By Maverick, Four",2,22348222,10,02116,2,0.0,7,$155.00,4,34
5588537,"Private Roof-Deck, South End PH Apt",2,28972872,10,02116,2,2.0,1,$200.00,0,0
10656899,Great room in Boston's South End,2,4897723,10,02118,2,1.0,1,$119.00,0,0
6276572,Beautiful South End Brownstone,2,11071285,10,02118,2,1.0,2,$189.00,30,90
625012,Boston Proper Duplex Great LOCATION,2,3100734,10,02116,2,1.0,2,$250.00,0,0
13912472,102 Chandler Street by Lyon Apartments,2,82529160,10,02116,4,1.0,2,$254.00,12,56
7342489,Columbus Garden By Maverick,2,22348222,10,02116,4,2.0,7,$225.00,0,15
6850880,"Columbus By Maverick, TwentyFour",2,22348222,10,02116,2,0.0,7,$137.00,0,35
7325084,Studio near Copley Square,2,14697946,10,02116,2,0.0,1,$146.00,0,0
705919,Studio 3 South End: by Spare Suite,2,508268,10,02118,3,1.0,3,$199.00,6,43
5932402,South End Condo,2,2221632,10,02116,2,1.0,6,$190.00,0,0
901914,South End Condo,2,4818556,10,02118,2,1.0,1,$249.00,0,0
5718801,"Columbus Ave By Maverick, FortyTwo",2,22348222,10,02116,2,0.0,7,$150.00,0,51
9487079,Adorable South End Studio,2,39051883,10,02116,2,0.0,30,$106.00,0,0
4410142,Best Location in Boston (Copley Sq),2,22891260,10,02116,3,1.0,2,$200.00,1,1
8301926,"Gorgeous South End Apt, in the heart of Boston!",2,43772222,10,02116,2,1.0,2,$99.00,1,1
5153080,"Cozy, colorful & private on a park",2,2594165,10,02118,2,1.0,1,$139.00,2,36
4278067,Studio apart Tremont St South End #2,2,9653086,10,02118,4,0.0,1,$175.00,5,55
7620413,Spectacular Brownstone in South End,3,38708629,10,02118,2,1.0,14,$200.00,0,0
1214214,Breathtaking downtown arty condo,2,2021429,10,02118,3,2.0,7,$450.00,29,89
14489201,Privacy in cozy South End/Back Bay studio,2,23623960,10,02116,2,0.0,2,$165.00,1,2
9094794,Beautiful Condo - Centrally Located,2,47418276,10,02118,4,2.0,2,$250.00,0,0
1425973,Historic brick Victorian row house ,1,1015632,10,02118,6,1.0,2,$350.00,30,90
986399,Elegant Two-Room Suite in South End,6,5413224,10,02118,2,1.0,2,$295.00,0,0
4549374,South End Luxury Penthouse,2,18286028,10,02118,3,1.0,2,$199.00,1,33
639101,Duleek Opulent Room at Aisling,5,3189672,10,Unknown,2,1.0,1,$299.00,1,32
9207914,Luxury One Bed in Coolest Building!,2,47889779,10,02118,4,1.0,2,$130.00,6,28
1365335,Elegant South End 1BR  Floor-Thru,2,1172878,10,02119,3,1.0,4,$160.00,0,0
11927580,Apartment with private roof deck,2,15421490,10,02118,4,1.0,1,$250.00,0,0
11585459,One Bedroom Parlor Townhouse,1,53603592,10,02116,4,1.0,1,$220.00,29,89
5769127,"Columbus Avenue By Maverick, Three",2,22348222,10,02116,2,0.0,7,$150.00,0,50
4294557,Gorgeous 2Bed in Historic South End,3,22288672,10,02118,5,2.0,2,$280.00,0,0
6851459,"Columbus Ave By Maverick, ThirtyOne",2,22348222,10,02116,2,0.0,7,$150.00,7,60
5932267,Classic South End One Bedroom,2,183065,10,02118,2,1.0,2,$250.00,26,86
6075932,South End Charm- Private Bed/Bath,2,4307515,10,02118,2,1.0,1,$185.00,7,64
8782991,Charming Studio on Mass Ave.,2,17818556,10,02118,2,1.0,2,$140.00,0,0
4588530,Beautiful South End Getaway,2,23785538,10,02118,3,1.0,1,$150.00,0,0
13697966,Braddock Suite Studio  M365-ST,2,32532791,10,02116,2,0.0,3,$165.00,0,5
8970393,Location! Parking/Patio/Brownstone!,2,14438532,10,02118,4,1.0,2,$275.00,20,80
9864083,Lofty South End One Bedroom,2,50766866,10,02118,2,1.0,1,$150.00,0,0
5718921,West Canton By Maverick,2,22348222,10,02116,4,2.0,7,$225.00,0,0
4178790,Classic 2 Bed/1.5 Bath in South End,2,1444340,10,02118,6,2.0,2,$235.00,7,39
11687122,Bright 1BR in South End w/ Pool+Gym,3,12243051,10,02118,2,1.0,3,$189.00,13,32
13697464,My Flat on Braddock 1 BR private apartment   M366,2,32532791,10,02116,4,1.0,3,$215.00,2,13
11796879,Room in the South End Loft,2,13649503,10,02118,2,1.0,1,$90.00,0,0
442735,Top of the South End Brownstone,2,1592221,10,02118,5,2.0,2,$250.00,12,62
12318093,Charming South End Apartment,2,66447831,10,02116,2,0.0,5,$195.00,14,42
3415245,3BR Historic South End Penthouse,2,17219748,10,02118,6,3.0,2,$650.00,0,0
14680277,South End Gem classic brownstone 1BR - Location!,2,72882793,10,02116,3,1.0,2,$189.00,5,61
12812461,SouthEnd Duplex immaculate condo quality apartment,2,38818333,10,02118,2,1.0,2,$225.00,7,42
10567830,zzzzParking? LongTermOnly!,12,1651480,10,02118,1,1.0,1,$500.00,30,90
10634364,Boston South-End Apt. With Porch,2,16044270,10,02116,4,1.0,1,$149.00,0,0
543078,[1716-2] Brand New 2BR -Back Bay,2,25188,11,02116,4,2.0,3,$379.00,11,54
12290477,IDEAL LOCATION - NEWBURY ST 1BR/1BA,2,3713069,11,02116,4,1.0,1,$136.00,0,0
68902,"[1279/1] 2 BR 1.5BA, Bi-Level Suite",2,25188,11,02116,4,2.0,2,$359.00,29,89
627048,[1250-2/1] 2BR Lux Back Bay Rental.,2,25188,11,02116,4,2.0,4,$299.00,29,89
5280183,Classic & Stylish w/ Balcony,2,4195134,11,02116,2,0.0,60,$110.00,0,4
9918240,Elegant Studio,2,2992060,11,02116,3,0.0,1,$170.00,0,0
11275963,Drop Dead Gorgeous Spacious Studio,2,4195134,11,02116,2,0.0,5,$130.00,0,0
3182473,[1716-1/2]Brand New 1BR in Back Bay,2,25188,11,02116,2,1.0,2,$259.00,29,89
4887325,Single Room in the Back Bay,2,2448751,11,02116,1,1.0,1,$100.00,0,0
13864961,Moody Studio East – Bedroom 3 (see plan),3,25796770,11,02115,2,1.0,14,$99.00,0,0
8048838,Condo in Back Bay,3,31233940,11,02115,2,1.0,1,$175.00,0,0
56927,[1250-1P] 1BR Furnished in Back Bay,2,25188,11,02116,2,1.0,4,$289.00,29,89
9824,[1273] Fab Studio- close to Newbury,2,25188,11,02115,2,,2,$209.00,10,48
2189086,BU/Harvard/MIT- 3 mins to T,2,3945988,11,02215,1,1.0,1,$80.00,3,3
9858,[1356-2] 2BR Exec Penthouse Suite,2,25188,11,02116,6,2.0,2,$449.00,29,89
9860,[1277] 1BR on Beacon St - Back Bay,2,25188,11,02116,2,1.0,2,$251.00,18,78
1174776,Cozy + Central Back Bay Apartment,2,6429699,11,02116,1,0.0,5,$185.00,0,4
28150,[1277/1] 1BR on Beacon St- Back Bay,2,25188,11,02116,2,1.0,2,$251.00,21,81
716643,[1250-2NE] 2BR-1 Bath - Back Bay,2,25188,11,02116,4,2.0,3,$349.00,29,89
13589,"[1426] NEW 3 BR, Bi-Level-Back Bay",2,25188,11,02116,6,3.0,3,$389.00,5,36
10859498,Heart of Newbury Back Bay 2BR,2,51673899,11,02115,6,2.0,2,$349.00,30,88
9857,[1280] Luxury 2BR Suite-Back Bay,2,25188,11,02116,4,2.0,2,$342.00,15,72
12603280,"Saint Botolph Street, Lux South End/Back Bay 1bd",2,22541573,11,02116,2,1.0,10,$232.00,30,90
10882267,Mansion Flat in Heart of Back Bay,2,41998307,11,02116,5,3.0,14,"$1,250.00",0,0
4948724,Carlyle 5th Floor: by Spare Suite,2,508268,11,02215,4,1.0,3,$249.00,10,30
6214710,Small studio in GREAT location,2,27608437,11,02116,1,0.0,3,$135.00,4,24
2701124,Charlesview Suites Back Bay ,2,13822322,11,02115,4,1.0,3,$280.00,5,38
9373802,"Very spacious Back Bay, 1 block T",2,21184200,11,02115,8,1.0,1,$155.00,16,16
14217967,Stylish Studio in Historic Back Bay,2,6742925,11,02116,2,0.0,1,$200.00,0,2
7749568,Cozy Back Bay Penthouse!,2,40738497,11,02215,4,1.0,1,$150.00,0,0
10037387,Boston Newbury Two Bedroom Grand,2,48494513,11,02115,4,2.0,2,$239.00,15,61
14040844,Back Bay Apartment with Parking,2,72888191,11,02115,3,0.0,1,$160.00,6,57
1322461,Stylish Studio in heart of Back Bay,2,7178644,11,02116,2,1.0,1,$174.00,0,0
7728508,Posh Studio on Bustling Newbury St,2,12243051,11,02116,2,0.0,3,$199.00,7,45
2277821,Sparkling New 2BR / 2BA in Back Bay,2,9410008,11,02115,5,2.0,3,$425.00,22,79
14855656,Newbury Street perfection!!,2,21184200,11,02115,4,1.0,1,$220.00,13,72
6908525,"Newbury Street By Maverick, Twelve",2,22348222,11,02116,2,0.0,7,$160.00,5,29
7856323,Stylish Studio in Elegant Back Bay,2,12243051,11,02116,2,0.0,3,$199.00,13,67
7474855,"Newbury Street By Maverick, Eleven",2,22348222,11,02114,2,0.0,7,$150.00,6,59
7475379,"Newbury Street By Maverick, Six",2,22348222,11,02116,2,0.0,7,$150.00,9,43
6879036,"Newbury Street By Maverick, Three",2,22348222,11,02116,2,0.0,7,$150.00,2,49
2881388,3BR / 2BA + Prvt Deck in Back Bay,2,9410008,11,02115,7,3.0,3,$695.00,18,52
14745087,NEW - Lively 1BR in the South End,2,12243051,11,02116,2,1.0,3,$189.00,16,68
7474044,"Newbury Street By Maverick, Five",2,22348222,11,02116,2,0.0,7,$148.00,0,57
8188894,Luxury 1Br in Boston Back Bay!,2,43195276,11,02116,2,1.0,5,$400.00,0,0
8410270,Great Apartment in the Back Bay,2,33688127,11,02115,2,1.0,7,$160.00,0,0
7698631,"Charles River gem-Back Bay, Boston",2,5316617,11,02116,6,2.0,1,$300.00,0,0
7159343,Back Bay Apt on Commonwealth Avenue,2,28980127,11,02116,4,1.0,3,$200.00,0,0
14858003,"Back Bay, Beacon St Beauty. Peaceful and Charming!",2,21184200,11,02115,5,0.0,1,$275.00,20,80
